,Year,STATECOUNTY,ACS_N_TOTAL_POP,ACS_N_MALE,ACS_N_FEMALE,ACS_N_RACE_TOTAL_POP,ACS_N_RACE_WHITE,ACS_N_RACE_BLACK,ACS_N_RACE_AMERIND,ACS_N_RACE_ASIAN,ACS_N_RACE_HAWPACISL,ACS_N_RACE_OTHER,ACS_N_RACE_TWOORMORE,ACS_N_ETHN_HISPLAT_Y,ACS_N_ETHN_HISPLAT_N,ACS_N_POVERTY_STAT,ACS_N_POVERTY_STAT_BELOW_100_PCT,ACS_N_POVERTY_STAT_100_TO_149_PCT,ACS_N_POVERTY_STAT_ABOVE_150_PCT,ACS_N_INSURED_NON_INST,ACS_N_INSURED_NON_INST_UNDER_19,ACS_N_INSURED_NON_INST_19_TO_64,ACS_N_INSURED_NON_INST_OVER_65,ACS_N_DISABIL_Y,ACS_N_DISABIL_N,STATE,COUNTY,ACS_MED_AGE,ACS_MED_AGE_M,ACS_MED_AGE_F,ACS_MED_INCOME_PAST_12MO,ACS_MED_INCOME
119,2018,29_13,16374,8014,8360,15997,15499,238,100,37,8,115,239,352,15311,15844,1936,2127,11781,14525,3774,7792,2959,2484,12041,29,13,42.65,42.525,42.2,25209.5,25209.5
120,2018,29_131,25049,12314,12735,24429,23818,111,231,108,0,161,321,445,23528,24302,4328,2816,17158,22072,6027,11744,4301,3623,18449,29,131,41.4,41.580000000000005,41.580000000000005,24036.8,24036.8
121,2018,29_133,13748,7575,6173,13336,9911,3275,131,7,6,6,211,282,9690,11779,2892,2138,6749,10393,3034,5183,2176,2288,8105,29,133,39.25,36.7,44.324999999999996,17899.75,17899.75
122,2018,29_135,15958,8413,7545,15531,14657,601,89,28,0,156,199,700,14168,14359,1927,995,11437,12350,3597,6449,2304,1704,10646,29,135,37.4,36.35,39.075,27945.75,27945.75
123,2018,29_137,8654,4402,4252,8465,8094,300,18,38,15,0,82,142,7956,8421,1157,1097,6167,7630,1860,3958,1812,1446,6184,29,137,45.86666666666667,45.26666666666666,46.6,26317.333333333332,26317.333333333332
124,2018,29_139,11545,5764,5781,11202,10866,178,12,29,10,107,185,208,10782,11002,1834,1462,7706,10120,2673,5372,2075,1798,8322,29,139,44.900000000000006,43.02499999999999,45.724999999999994,26013.5,26013.5
125,2018,29_141,20137,9945,10192,19680,19093,161,100,183,0,143,264,446,18795,19540,4418,2406,12716,15253,3581,7315,4357,3159,12094,29,141,45.98,46.06,45.559999999999995,21377.4,21377.4
126,2018,29_143,17811,8558,9253,17232,14367,2764,68,5,0,28,371,309,14118,17149,3903,2581,10665,14625,4142,7451,3032,3605,11020,29,143,41.916666666666664,41.06666666666667,43.88333333333333,20392.666666666668,20392.666666666668
127,2018,29_145,58202,28964,29238,55667,52227,532,1308,800,553,247,1789,3008,49659,56456,7626,6140,42690,50089,13326,26975,9788,7792,42297,29,145,39.38333333333334,37.88333333333333,40.86666666666667,25622.666666666668,25622.666666666668
128,2018,29_147,22547,11225,11322,22112,20982,637,47,310,29,107,261,354,20775,19288,4519,1795,12974,19955,4316,12612,3027,2477,17478,29,147,35.0,34.4,36.6,22331.0,22331.0
129,2018,29_149,10699,5376,5323,10362,10078,16,156,44,27,41,195,180,9939,10291,2429,1467,6395,8745,2163,4172,2410,2384,6361,29,149,46.46666666666667,45.20000000000001,46.53333333333334,20655.333333333332,20655.333333333332
130,2018,29_15,18989,9354,9635,18466,18141,54,206,13,10,42,405,376,17928,18605,3527,2146,12932,16515,3157,7912,5446,4475,12040,29,15,52.083333333333336,51.48333333333334,52.93333333333334,21011.833333333332,21011.833333333332
131,2018,29_151,13619,7076,6543,13306,13116,39,91,9,0,51,96,108,13035,13126,943,1177,11006,12772,3256,7362,2154,1646,11126,29,151,41.2,39.65,41.7,30682.5,30682.5
132,2018,29_153,9236,4592,4644,8924,8803,3,41,32,0,45,231,161,8739,9004,2352,1363,5289,7890,1749,3710,2431,1781,6109,29,153,51.3,50.75,51.45,19028.0,19028.0
133,2018,29_155,17031,8022,9009,16409,11773,4521,14,0,2,99,307,415,11549,16443,4499,2329,9615,14548,4426,7474,2648,4025,10523,29,155,38.1,36.333333333333336,40.01666666666667,18994.833333333332,18994.833333333332
134,2018,29_157,19146,9457,9689,18712,18406,52,79,133,0,42,213,399,18087,18570,1501,2589,14480,17727,4706,9896,3125,2756,14971,29,157,41.0,40.980000000000004,41.5,28245.6,28245.6
135,2018,29_159,42371,20918,21453,40653,38223,1305,59,193,0,873,1233,3612,35672,40959,7053,4929,28977,36123,10203,19401,6519,6480,29643,29,159,37.53636363636363,35.81818181818182,39.16363636363636,22915.81818181818,22915.81818181818
136,2018,29_161,44789,23541,21248,43139,39955,1090,375,1602,0,117,826,1055,39209,40844,8981,3750,28113,40129,9833,23718,6578,6579,33550,29,161,37.410000000000004,36.7,39.650000000000006,23830.6,23830.6
137,2018,29_163,18489,10217,8272,17888,16219,1405,66,59,12,127,335,415,16056,15863,2183,1825,11855,14482,4004,7600,2878,2017,12465,29,163,40.53999999999999,37.980000000000004,43.02,22299.2,22299.2
138,2018,29_165,98824,48720,50104,94515,83876,6610,410,2655,77,887,3404,5750,79804,96839,6674,4750,85415,91868,23401,55091,13376,10771,81097,29,165,38.8,37.55263157894736,39.647368421052626,40026.63157894737,40026.63157894737
139,2018,29_167,31549,15435,16114,30727,29889,299,336,158,16,29,594,757,29366,29915,4359,4482,21074,27264,7012,14943,5309,4607,22657,29,167,38.025,36.8,39.55,22781.25,22781.25
140,2018,29_169,52591,30025,22566,49342,38734,6441,535,1430,160,2042,2623,5725,36115,42585,6119,3916,32550,35568,11324,20038,4206,7444,28124,29,169,30.188888888888886,29.14444444444444,31.422222222222224,23896.11111111111,23896.11111111111
141,2018,29_17,12281,6140,6141,12061,11852,68,100,41,0,0,102,136,11716,12074,2026,1660,8388,10874,2820,5772,2282,2679,8195,29,17,43.833333333333336,43.03333333333333,44.6,22351.0,22351.0
142,2018,29_171,4815,2389,2426,4618,4566,13,9,30,0,0,123,7,4559,4664,841,617,3206,3982,879,2030,1073,894,3088,29,171,46.150000000000006,44.1,48.0,23887.0,23887.0
143,2018,29_173,10217,5178,5039,9908,9660,137,46,52,2,11,81,126,9548,9858,1240,860,7758,9207,2220,4928,2059,1416,7791,29,173,44.6,43.666666666666664,45.666666666666664,27915.0,27915.0
144,2018,29_175,24945,13102,11843,24121,22286,1471,132,120,15,97,568,505,21942,22440,3424,2744,16272,20620,5499,11414,3707,3587,17033,29,175,38.48333333333333,37.583333333333336,41.21666666666667,25428.5,25428.5
145,2018,29_177,22825,11357,11468,22154,21565,385,114,38,1,51,339,532,21112,22220,3194,1286,17740,20159,5080,11312,3767,3068,17091,29,177,42.05,41.025,43.35,29725.25,29725.25
146,2018,29_179,6315,3238,3077,6206,5990,121,26,9,16,44,96,121,5924,6120,1110,705,4305,5394,1300,2755,1339,1496,3898,29,179,46.2,45.45,46.599999999999994,22476.0,22476.0
147,2018,29_181,13693,6817,6876,13279,13067,52,64,33,33,30,297,184,12897,13411,3553,1951,7907,11691,3163,5862,2666,3847,7844,29,181,42.574999999999996,41.175,43.875,18307.75,18307.75
148,2018,29_183,389985,191641,198344,376337,347112,16926,657,9545,48,2049,9295,12293,337564,377361,20920,14978,341463,368819,94464,220223,54132,36784,332035,29,183,39.458227848101274,37.97948717948719,41.053846153846166,38009.756410256414,38009.756410256414
149,2018,29_185,9383,4663,4720,9085,8922,70,69,19,0,5,242,119,8808,8998,1577,1129,6292,7989,1735,3823,2431,1956,6033,29,185,50.56666666666666,49.56666666666666,51.23333333333333,20314.666666666668,20314.666666666668
150,2018,29_186,17871,8979,8892,17610,17172,316,0,102,0,20,156,203,16987,17466,2546,1563,13357,16658,4080,9407,3171,2681,13977,29,186,43.849999999999994,43.574999999999996,44.225,28099.25,28099.25
151,2018,29_187,66342,35900,30442,64799,61142,2955,204,342,0,156,1010,1001,60483,58846,9463,6315,43068,53330,13757,29782,9791,11823,41507,29,187,40.99090909090909,39.41818181818182,42.2090909090909,23550.0,23550.0
152,2018,29_189,998684,473610,525074,964954,676524,237047,1811,41297,290,7985,22792,27721,657497,967283,92947,62116,812220,920745,225969,530864,163912,111556,809189,29,189,40.45527638190955,38.367839195979904,42.13517587939699,36951.81909547739,36951.81909547739
153,2018,29_19,176515,85827,90688,167429,141719,15245,579,7865,217,1804,7024,5835,138100,165386,30161,12556,122669,162935,38794,104689,19452,18148,144787,29,19,33.727586206896554,33.268965517241384,33.789655172413795,27578.44827586207,27578.44827586207
154,2018,29_195,23102,11559,11543,21978,19551,1088,87,204,247,801,820,2192,18435,21476,3496,2756,15224,20675,5465,11368,3842,3684,16991,29,195,39.5,38.087500000000006,40.275,24267.0,24267.0
155,2018,29_197,4502,2219,2283,4333,4310,23,0,0,0,0,78,28,4300,4318,660,591,3067,3687,1141,1762,784,691,2996,29,197,40.25,39.099999999999994,41.35,20680.5,20680.5
156,2018,29_199,4898,2399,2499,4717,4638,79,0,0,0,0,47,0,4638,4644,708,812,3124,3106,706,1616,784,617,2489,29,199,37.05,36.25,39.0,24399.5,24399.5
157,2018,29_201,38729,18712,20017,37550,32618,4390,151,160,0,231,698,866,31902,37423,7664,4056,25703,33603,9283,17846,6474,6837,26766,29,201,39.74,37.959999999999994,41.190000000000005,22677.2,22677.2
158,2018,29_203,8246,4012,4234,7878,7803,12,38,0,0,25,282,150,7682,8028,2274,1061,4693,6790,1840,3293,1657,1774,5016,29,203,45.5,43.45,47.0,19427.0,19427.0
159,2018,29_205,6061,3047,3014,5965,5820,117,5,9,0,14,48,116,5738,5734,860,725,4149,5090,1253,2702,1135,825,4265,29,205,41.63333333333333,40.56666666666666,43.46666666666667,24317.666666666668,24317.666666666668
160,2018,29_207,29512,14365,15147,28703,28340,340,3,10,0,10,485,501,27869,28584,4576,3728,20280,25696,6495,13732,5469,6323,19373,29,207,41.6625,40.8125,42.8625,22611.0,22611.0
161,2018,29_209,31527,15409,16118,30839,30138,50,331,47,28,245,434,680,29704,30858,3883,4409,22566,28098,5018,13910,9170,6098,22000,29,209,53.63333333333333,53.550000000000004,53.98333333333333,23501.833333333332,23501.833333333332
162,2018,29_21,89076,44691,44385,84516,76620,5010,294,918,208,1466,3050,5643,73152,83515,14204,7644,61667,77359,20204,43944,13211,12687,64672,29,21,38.29600000000001,37.16,40.12800000000001,25731.0,25731.0
163,2018,29_211,6317,3052,3265,6170,5709,184,43,6,12,216,77,1118,4829,6076,1038,707,4331,5249,1319,2848,1082,741,4508,29,211,46.0,43.76666666666667,47.333333333333336,23979.0,23979.0
164,2018,29_213,54720,26504,28216,52898,49972,681,511,474,21,1239,1322,3123,48275,52533,9055,6808,36670,45062,10973,22983,11106,8548,36514,29,213,43.79,43.31,44.43,23298.2,23298.2
165,2018,29_215,25671,13397,12274,24963,23639,579,564,121,0,60,458,539,23165,23966,5755,3321,14890,20263,4869,10479,4915,5156,15107,29,215,43.025000000000006,41.875,44.725,20736.0,20736.0
166,2018,29_217,20691,10088,10603,19980,19498,184,127,138,0,33,425,434,19180,19669,2682,3139,13848,17416,4638,9269,3509,3218,14198,29,217,40.35,39.31666666666667,41.35,24075.666666666668,24075.666666666668
167,2018,29_219,33908,16714,17194,32807,31298,681,88,213,32,495,679,1118,30749,33223,4350,2890,25983,30762,8017,16960,5785,4935,25827,29,219,42.60000000000001,42.64,42.38000000000001,29606.0,29606.0
168,2018,29_221,24931,12835,12096,24207,23576,492,112,22,4,1,554,332,23355,23498,4706,3095,15697,20630,5784,11047,3799,5735,14895,29,221,41.4,40.55999999999999,41.96,19322.2,19322.2
169,2018,29_223,13308,6544,6764,12919,12748,74,51,45,0,1,269,230,12524,12954,3118,1931,7905,11244,2769,5515,2960,3595,7649,29,223,47.45,45.72500000000001,47.974999999999994,18420.0,18420.0
170,2018,29_225,38082,19436,18646,36880,35896,422,175,142,71,174,631,765,35395,36318,6105,5198,25015,31524,9118,16797,5609,4942,26582,29,225,37.75,36.3,39.325,24194.75,24194.75
171,2018,29_227,2040,981,1059,1974,1962,7,1,4,0,0,47,14,1952,1964,295,194,1475,1853,417,986,450,295,1558,29,227,47.9,47.6,48.1,25197.0,25197.0
172,2018,29_229,18293,9029,9264,17907,17459,105,68,88,0,187,216,324,17247,17757,4341,3213,10203,14694,3794,7474,3426,3119,11575,29,229,42.925,41.35,45.025000000000006,19050.0,19050.0
173,2018,29_23,42733,20823,21910,41293,38326,2402,221,271,2,71,977,844,37578,41325,8811,6032,26482,36756,10168,19141,7447,9555,27201,29,23,39.38,38.18000000000001,40.989999999999995,20236.7,20236.7
174,2018,29_25,9049,4585,4464,8783,8603,47,60,46,0,27,177,190,8484,8623,1285,1343,5995,8122,2200,4239,1683,1434,6688,29,25,43.15,42.150000000000006,44.9,26458.0,26458.0
175,2018,29_27,44840,22874,21966,43613,40693,1932,232,391,225,140,715,919,39931,40211,4628,2948,32635,38133,9361,22008,6764,5904,32229,29,27,38.65,37.987500000000004,40.575,27863.375,27863.375
176,2018,29_29,45096,22328,22768,44144,43106,339,267,145,0,287,595,1203,42221,44023,6981,3618,33424,38404,7926,18419,12059,7969,30435,29,29,52.17272727272727,51.67272727272727,52.98181818181819,24080.81818181818,24080.81818181818
177,2018,29_3,17403,8720,8683,17008,16471,333,29,50,103,22,204,395,16317,16895,1448,1676,13771,15980,4101,8851,3028,2186,13794,29,3,42.575,40.925,43.9,28974.5,28974.5
178,2018,29_31,78324,37932,40392,75233,67824,5788,153,1244,25,199,2035,1739,66669,74066,12622,6304,55140,70744,17391,41537,11816,9588,61156,29,31,36.481249999999996,34.68125,37.35625,23869.25,23869.25
179,2018,29_33,8843,4330,4513,8533,8312,164,21,19,0,17,129,138,8239,8535,1278,1098,6159,7801,1934,4097,1770,1374,6427,29,33,42.96666666666667,42.06666666666667,44.43333333333334,23305.666666666668,23305.666666666668
180,2018,29_35,6197,3010,3187,5945,5882,3,60,0,0,0,234,148,5833,6132,1057,815,4260,5096,1512,2424,1160,1422,3674,29,35,41.3,41.55,40.55,20881.5,20881.5
181,2018,29_37,102678,50364,52314,98781,92869,3713,630,825,37,707,2744,4315,89635,100089,9780,6108,84201,94369,25378,53116,15875,12800,81569,29,37,39.7,37.93,40.96999999999999,33239.15,33239.15
182,2018,29_39,13938,6961,6977,13410,13299,6,5,38,31,31,364,300,13056,13551,2458,1805,9288,11552,3118,5363,3071,2658,8894,29,39,44.76666666666667,42.76666666666667,47.56666666666666,20134.333333333332,20134.333333333332
183,2018,29_41,7546,3764,3782,7296,7106,183,7,0,0,0,140,38,7071,7193,855,795,5543,6790,1734,3427,1629,1234,5556,29,41,45.6,43.333333333333336,47.333333333333336,23943.0,23943.0
184,2018,29_43,84275,40995,43280,81128,79069,647,510,479,44,379,1788,2348,77543,82048,8346,8588,65114,76393,21453,42545,12395,10426,65967,29,43,38.135714285714286,36.57857142857142,38.82142857142857,28929.5,28929.5
185,2018,29_45,6800,3447,3353,6606,6539,23,24,20,0,0,118,13,6539,6592,869,754,4969,5685,1349,3048,1288,865,4820,29,45,44.300000000000004,43.23333333333333,45.4,26152.0,26152.0
186,2018,29_47,239164,117296,121868,227672,202942,14211,1301,5130,417,3671,9111,15856,193361,233594,18223,15577,199794,219949,59151,129257,31541,26763,193186,29,47,37.436363636363645,36.55909090909091,38.75454545454546,34829.34090909091,34829.34090909091
187,2018,29_49,20475,10266,10209,19972,19245,365,201,49,5,107,236,421,18968,19574,2093,1899,15582,18404,4922,10340,3142,2485,15919,29,49,41.349999999999994,40.875,41.5,29666.0,29666.0
188,2018,29_5,5270,2615,2655,5182,5100,20,26,21,0,15,38,63,5052,5121,513,459,4149,4741,1041,2454,1246,883,3858,29,5,48.099999999999994,47.7,48.65,27399.0,27399.0
189,2018,29_51,76740,38731,38009,74371,63622,8961,283,1062,11,432,1596,2105,61878,71119,7671,5841,57607,66538,17608,37699,11231,7730,58808,29,51,38.833333333333336,38.25333333333333,40.07333333333333,32370.666666666668,32370.666666666668
190,2018,29_510,311273,150532,160741,300542,142372,144255,720,9935,173,3087,6837,12063,133273,298721,71797,34328,192596,270728,61338,171861,37529,43382,227346,29,510,36.726415094339615,35.26792452830188,37.602830188679256,25693.877358490565,25693.877358490565
191,2018,29_53,17622,9214,8408,16848,15502,1123,50,47,13,113,563,320,15331,15797,1858,1675,12264,14556,3802,7994,2760,2374,12182,29,53,39.2,36.779999999999994,41.36,26824.0,26824.0
192,2018,29_55,24280,11969,12311,23366,23109,70,0,34,0,153,546,464,22778,23519,4568,3473,15478,19843,5098,10416,4329,4825,15018,29,55,42.86666666666667,42.2,42.96666666666667,21421.333333333332,21421.333333333332
193,2018,29_57,7590,3884,3706,7322,7178,21,67,11,5,40,207,156,7069,7339,1636,920,4783,6486,1547,3317,1622,1278,5208,29,57,46.35,43.45,49.25,20371.0,20371.0
194,2018,29_59,16499,8212,8287,16029,15745,8,176,67,0,33,307,334,15475,16088,2445,2303,11340,13129,3085,6945,3099,3169,9960,29,59,42.93333333333334,40.86666666666667,44.333333333333336,20275.666666666668,20275.666666666668
195,2018,29_61,8302,4187,4115,8140,7985,85,27,12,6,25,79,125,7893,7985,1027,1083,5875,6849,1829,3409,1611,1108,5741,29,61,40.7,39.3,41.3,25997.0,25997.0
196,2018,29_63,12564,7947,4617,12093,10704,1228,92,26,21,22,375,300,10467,9006,1221,1061,6724,8433,2076,4576,1781,1464,6969,29,63,41.849999999999994,40.3,45.2,26841.0,26841.0
197,2018,29_65,15504,7692,7812,14993,14672,100,101,72,0,48,362,258,14510,15109,3157,1866,10086,12821,3285,6422,3114,3176,9645,29,65,44.300000000000004,41.925,45.275000000000006,21209.75,21209.75
198,2018,29_67,13374,6700,6674,13216,13083,14,23,9,0,87,31,203,12962,13051,2773,2354,7924,11280,2828,5448,3004,2574,8706,29,67,46.666666666666664,45.36666666666667,48.53333333333334,17386.666666666668,17386.666666666668
199,2018,29_69,30428,14623,15805,29380,25292,2928,121,131,4,904,630,1948,24268,29161,7837,4313,17011,25278,7838,12347,5093,6141,19137,29,69,39.559999999999995,37.77,41.67,19966.2,19966.2
200,2018,29_7,25735,11768,13967,24582,22762,1519,103,46,23,129,928,767,22186,23282,3575,2629,17078,21476,5912,11376,4188,3620,17856,29,7,38.98571428571428,37.02857142857142,40.92857142857143,23283.0,23283.0
201,2018,29_71,102781,51339,51442,99564,97537,698,204,562,26,537,1924,1743,96551,100186,10757,7909,81520,93575,23724,53273,16578,12949,80626,29,71,40.95294117647058,40.2235294117647,42.029411764705884,28767.764705882353,28767.764705882353
202,2018,29_73,14746,7373,7373,14355,14167,62,48,55,0,23,186,200,13977,14253,1402,1318,11533,13527,3196,7324,3007,2470,11057,29,73,45.839999999999996,43.519999999999996,47.74,26451.4,26451.4
203,2018,29_75,6665,3218,3447,6509,6387,46,21,39,4,12,43,99,6300,6377,1129,656,4592,5800,1584,3036,1180,972,4828,29,75,40.900000000000006,40.150000000000006,41.7,23691.0,23691.0
204,2018,29_77,288429,140366,148063,276843,257528,9274,1415,5541,208,2877,8384,10121,250910,273354,48832,29259,195263,254918,60107,150956,43855,38816,216102,29,77,36.53709677419355,34.8516129032258,38.514516129032266,25459.209677419356,25459.209677419356
205,2018,29_79,10039,4906,5133,9793,9522,52,130,36,19,34,129,232,9360,9616,1558,892,7166,8271,1997,4313,1961,1445,6826,29,79,41.775,40.1,44.6,24849.5,24849.5
206,2018,29_81,8554,4263,4291,8364,8182,75,14,8,0,85,134,185,8106,8271,1535,1242,5494,7191,1785,3680,1726,1403,5788,29,81,43.199999999999996,41.4,45.46666666666667,23612.333333333332,23612.333333333332
207,2018,29_83,21765,10643,11122,21028,20492,287,120,74,0,55,472,511,20124,21156,4489,2030,14637,19074,4578,10095,4401,4195,14879,29,83,44.15,43.53333333333333,44.76666666666667,24230.0,24230.0
208,2018,29_85,9368,4551,4817,9188,8971,9,155,8,4,41,136,151,8861,9208,1605,1265,6338,7718,1218,3467,3033,2097,5621,29,85,53.36666666666667,52.599999999999994,54.53333333333333,19793.333333333332,19793.333333333332
209,2018,29_87,4456,2197,2259,4338,4236,30,37,34,1,0,41,26,4213,4260,550,513,3197,3961,900,2077,984,711,3250,29,87,48.333333333333336,47.166666666666664,49.9,25960.333333333332,25960.333333333332
210,2018,29_89,10113,5042,5071,9846,9206,531,48,18,0,43,190,153,9099,9346,1377,1211,6758,9124,2241,5152,1731,1595,7529,29,89,39.13333333333333,38.96666666666667,38.86666666666667,25031.666666666668,25031.666666666668
211,2018,29_9,35493,17823,17670,34000,32768,57,286,401,0,488,1023,3175,30197,34513,7116,4027,23370,29727,7449,15433,6845,5616,24111,29,9,43.84285714285714,41.95714285714286,45.11428571428571,22233.714285714286,22233.714285714286
212,2018,29_91,40102,19640,20462,38684,38088,188,216,178,0,14,872,799,37355,38821,8561,5585,24675,34633,9082,18222,7329,7829,26804,29,91,41.087500000000006,39.8,42.400000000000006,21086.5,21086.5
213,2018,29_93,10221,5029,5192,9923,9698,124,74,19,8,0,202,164,9574,9766,2031,1032,6703,8612,2091,4575,1946,2299,6313,29,93,45.050000000000004,43.525000000000006,47.375,19915.5,19915.5
214,2018,29_95,692003,334604,357399,662011,456162,161176,2587,12737,1922,27427,20738,59599,427050,671728,100907,62257,508564,605903,159560,351524,94819,84106,521797,29,95,37.21989795918368,36.09846153846154,38.49589743589743,30901.20408163265,30901.20408163265
215,2018,29_97,119238,58223,61015,114046,106604,2379,1902,1303,136,1722,3805,9053,99689,115280,19912,12619,82749,102923,29243,56512,17168,15448,87475,29,97,36.68636363636363,35.56363636363637,37.92727272727273,25276.545454545456,25276.545454545456
216,2018,29_99,223302,110887,112415,216968,212132,1976,652,1646,43,519,3833,4208,208774,218093,22124,15320,180649,203074,53441,119288,30345,27404,175670,29,99,39.588095238095235,38.621428571428574,40.39761904761905,31056.261904761905,31056.261904761905
