,Unnamed: 0,Year,NAME,TRACT,STATE,COUNTY,ACS_GEO_ID,ACS_N_TOTAL_POP,ACS_N_MALE,ACS_N_FEMALE,ACS_MED_AGE,ACS_MED_AGE_M,ACS_MED_AGE_F,ACS_N_RACE_TOTAL_POP,ACS_N_RACE_WHITE,ACS_N_RACE_BLACK,ACS_N_RACE_AMERIND,ACS_N_RACE_ASIAN,ACS_N_RACE_HAWPACISL,ACS_N_RACE_OTHER,ACS_N_RACE_TWOORMORE,ACS_N_ETHN_HISPLAT_Y,ACS_N_ETHN_HISPLAT_N,ACS_MED_INCOME,ACS_MED_INCOME_PAST_12MO,ACS_N_POVERTY_STAT,ACS_N_POVERTY_STAT_BELOW_100_PCT,ACS_N_POVERTY_STAT_100_TO_149_PCT,ACS_N_POVERTY_STAT_ABOVE_150_PCT,ACS_N_INSURED_NON_INST,ACS_N_INSURED_NON_INST_UNDER_19,ACS_N_INSURED_NON_INST_19_TO_64,ACS_N_INSURED_NON_INST_OVER_65,ACS_N_DISABIL_Y,ACS_N_DISABIL_N,STATECOUNTY,N_BLACK,PCT_BLACK,N_NOT_WHITE,PCT_NOT_WHITE,N_UNINSURED,PCT_UNINSURED,N_POVERTY_STAT,PCT_POVERTY_STAT,N_DISABIL_STAT,PCT_DISABIL_STAT,COUNTY_NAME,bucket,bucket_idx,midpoint
3354,3354,2018,"Census Tract 1241, St. Louis city, Missouri",124100,29,510,1400000US29510124100,5130,2346,2784,29.2,25.7,30.7,4720,1750,2911,0,0,0,59,379,620,1174,16035,16035,5065,2174,943,1948,4214,1877,2016,321,816,3398,29510,2911,0.616737288,2970,0.629237288,916,0.178557505,2174,0.429220138,816,0.193640247,St. Louis City,"(11000, 18000]",17,14500
3590,3590,2018,"Census Tract 1271, St. Louis city, Missouri",127100,29,510,1400000US29510127100,1764,870,894,40.9,33.7,43.8,1747,98,1649,0,0,0,0,17,12,98,15882,15882,1696,900,281,515,1450,496,606,348,320,1130,29510,1649,0.943903835,1649,0.943903835,314,0.178004535,900,0.530660377,320,0.220689655,St. Louis City,"(11000, 18000]",32,14500
3373,3373,2018,"Census Tract 1072, St. Louis city, Missouri",107200,29,510,1400000US29510107200,1333,690,643,30.5,26.6,30.9,1299,0,1286,0,7,0,6,7,0,0,15795,15795,1298,572,105,621,1138,372,649,117,381,757,29510,1286,0.989992302,1299,1,195,0.146286572,572,0.440677966,381,0.334797891,St. Louis City,"(11000, 18000]",22,14500
3357,3357,2018,"Census Tract 1101, St. Louis city, Missouri",110100,29,510,1400000US29510110100,2883,1103,1780,41.7,38.8,44.1,2816,56,2760,0,0,0,0,58,55,43,15743,15743,2874,1112,278,1484,2351,600,1251,500,514,1837,29510,2760,0.980113636,2760,0.980113636,532,0.184530003,1112,0.386917189,514,0.21863037,St. Louis City,"(11000, 18000]",19,14500
3338,3338,2018,"Census Tract 1097, St. Louis city, Missouri",109700,29,510,1400000US29510109700,2142,1006,1136,29.2,26.5,32.4,2085,75,2010,0,0,0,0,33,7,75,15651,15651,2106,1095,211,800,1856,570,1083,203,324,1532,29510,2010,0.964028777,2010,0.964028777,286,0.133520075,1095,0.51994302,324,0.174568966,St. Louis City,"(11000, 18000]",8,14500
3345,3345,2018,"Census Tract 1202, St. Louis city, Missouri",120200,29,510,1400000US29510120200,1372,669,703,27,18.6,33.5,1289,67,1219,0,3,0,0,71,0,67,15605,15605,1302,644,118,540,1168,509,538,121,230,938,29510,1219,0.945694337,1222,0.948021722,204,0.148688047,644,0.494623656,230,0.196917808,St. Louis City,"(11000, 18000]",13,14500
3371,3371,2018,"Census Tract 1062, St. Louis city, Missouri",106200,29,510,1400000US29510106200,1327,659,668,26.2,28.4,24.9,1265,56,1209,0,0,0,0,20,19,37,15559,15559,1266,616,226,424,1205,490,541,174,263,942,29510,1209,0.955731225,1209,0.955731225,122,0.091936699,616,0.48657188,263,0.218257261,St. Louis City,"(11000, 18000]",20,14500
3332,3332,2018,"Census Tract 1155, St. Louis city, Missouri",115500,29,510,1400000US29510115500,6723,3250,3473,30.4,26.3,32.7,6358,2073,4117,0,59,0,109,242,867,1315,15427,15427,6600,3531,798,2271,5665,2116,3093,456,1155,4510,29510,4117,0.64753067,4285,0.673954074,1058,0.157370222,3531,0.535,1155,0.203883495,St. Louis City,"(11000, 18000]",6,14500
3372,3372,2018,"Census Tract 1067, St. Louis city, Missouri",106700,29,510,1400000US29510106700,3285,1566,1719,39.1,33.8,41.3,3261,2,3259,0,0,0,0,10,1,1,15389,15389,3271,1413,448,1410,2675,756,1444,475,727,1948,29510,3259,0.999386691,3259,0.999386691,610,0.185692542,1413,0.431977988,727,0.271775701,St. Louis City,"(11000, 18000]",21,14500
3386,3386,2018,"Census Tract 1104, St. Louis city, Missouri",110400,29,510,1400000US29510110400,1885,749,1136,46.9,40.6,47.9,1885,35,1841,0,0,9,0,0,0,35,15368,15368,1885,640,175,1070,1561,256,846,459,453,1108,29510,1841,0.976657825,1850,0.981432361,324,0.171883289,640,0.339522546,453,0.290198591,St. Louis City,"(11000, 18000]",26,14500
3339,3339,2018,"Census Tract 1102, St. Louis city, Missouri",110200,29,510,1400000US29510110200,2311,1079,1232,35.6,31.1,41.7,2212,0,2212,0,0,0,0,20,0,0,15250,15250,2232,720,365,1147,1666,573,671,422,391,1275,29510,2212,1,2212,1,645,0.279099957,720,0.322580645,391,0.234693878,St. Louis City,"(11000, 18000]",9,14500
3252,3252,2018,"Census Tract 1074, St. Louis city, Missouri",107400,29,510,1400000US29510107400,2605,1280,1325,44.1,44.7,40.1,2557,47,2456,0,54,0,0,48,0,47,15184,15184,2574,1069,206,1299,2150,583,1211,356,550,1600,29510,2456,0.960500587,2510,0.981619085,455,0.174664107,1069,0.415306915,550,0.255813953,St. Louis City,"(11000, 18000]",1,14500
3355,3355,2018,"Census Tract 1246, St. Louis city, Missouri",124600,29,510,1400000US29510124600,1889,991,898,30.2,30.8,29.6,1829,562,1259,0,0,0,8,51,113,452,15074,15074,1865,975,285,605,1551,624,873,54,216,1335,29510,1259,0.688354292,1267,0.692728267,338,0.178930651,975,0.522788204,216,0.13926499,St. Louis City,"(11000, 18000]",18,14500
3589,3589,2018,"Census Tract 1270, St. Louis city, Missouri",127000,29,510,1400000US29510127000,1814,1155,659,30.4,30.2,33,1721,318,1398,0,0,0,5,40,5,318,15074,15074,1119,471,114,534,900,289,504,107,213,687,29510,1398,0.81231842,1403,0.815223707,914,0.503858875,471,0.420911528,213,0.236666667,St. Louis City,"(11000, 18000]",31,14500
4295,4295,2018,"Census Tract 2119, St. Louis County, Missouri",211900,29,189,1400000US29189211900,4802,1814,2988,29.9,26.3,34.9,4444,341,4103,0,0,0,0,290,0,341,14991,14991,4601,1549,919,2133,3983,1469,1989,525,996,2987,29189,4103,0.923267327,4103,0.923267327,819,0.170553936,1549,0.336665942,996,0.250062767,St. Louis County,"(11000, 18000]",34,14500
3313,3313,2018,"Census Tract 1156, St. Louis city, Missouri",115600,29,510,1400000US29510115600,4849,2211,2638,44.4,46.7,42.4,4638,2349,2025,0,14,0,250,96,508,1926,14938,14938,4449,1340,1128,1981,3597,943,1958,696,1089,2508,29510,2025,0.436610608,2289,0.493531695,1252,0.258197567,1340,0.301191279,1089,0.302752294,St. Louis City,"(11000, 18000]",2,14500
3344,3344,2018,"Census Tract 1105, St. Louis city, Missouri",110500,29,510,1400000US29510110500,925,399,526,51.2,41.3,51.5,925,25,900,0,0,0,0,0,0,25,14656,14656,925,292,113,520,837,121,559,157,253,584,29510,900,0.972972973,900,0.972972973,88,0.095135135,292,0.315675676,253,0.302270012,St. Louis City,"(11000, 18000]",12,14500
3316,3316,2018,"Census Tract 1212, St. Louis city, Missouri",121200,29,510,1400000US29510121200,2243,787,1456,25.6,17.8,26,2119,68,2035,0,0,0,16,106,24,68,14594,14594,2225,1139,393,693,2088,946,930,212,440,1648,29510,2035,0.96035866,2051,0.967909391,155,0.069103879,1139,0.511910112,440,0.210727969,St. Louis City,"(11000, 18000]",3,14500
3326,3326,2018,"Census Tract 1075, St. Louis city, Missouri",107500,29,510,1400000US29510107500,1876,824,1052,50.3,44.7,52.4,1868,36,1818,0,14,0,0,8,0,36,14110,14110,1876,578,402,896,1638,214,841,583,470,1168,29510,1818,0.973233405,1832,0.980728051,238,0.126865672,578,0.308102345,470,0.286935287,St. Louis City,"(11000, 18000]",4,14500
3336,3336,2018,"Census Tract 1076, St. Louis city, Missouri",107600,29,510,1400000US29510107600,1767,941,826,43,36.6,46.3,1740,13,1727,0,0,0,0,5,0,13,13925,13925,1745,457,357,931,1521,289,957,275,228,1293,29510,1727,0.992528736,1727,0.992528736,246,0.139219015,457,0.261891117,228,0.149901381,St. Louis City,"(11000, 18000]",7,14500
3341,3341,2018,"Census Tract 1103, St. Louis city, Missouri",110300,29,510,1400000US29510110300,1893,860,1033,32.7,32.3,35.9,1889,32,1857,0,0,0,0,0,21,23,13387,13387,1889,855,236,798,1525,500,826,199,317,1208,29510,1857,0.98305982,1857,0.98305982,368,0.194400423,855,0.452620434,317,0.207868852,St. Louis City,"(11000, 18000]",11,14500
3387,3387,2018,"Census Tract 1211, St. Louis city, Missouri",121100,29,510,1400000US29510121100,1826,847,979,40.5,29,46.6,1801,237,1511,0,43,0,10,10,23,233,13187,13187,1615,651,209,755,1647,273,983,391,446,1201,29510,1511,0.838978345,1564,0.868406441,179,0.098028478,651,0.403095975,446,0.270795386,St. Louis City,"(11000, 18000]",27,14500
3349,3349,2018,"Census Tract 1257, St. Louis city, Missouri",125700,29,510,1400000US29510125700,3627,1502,2125,26.3,17.4,32.3,3556,11,3545,0,0,0,0,11,0,11,11786,11786,3567,1748,922,897,3251,1500,1192,559,673,2578,29510,3545,0.996906637,3545,0.996906637,376,0.103666942,1748,0.490047659,673,0.207013227,St. Louis City,"(11000, 18000]",14,14500
3385,3385,2018,"Census Tract 1112, St. Louis city, Missouri",111200,29,510,1400000US29510111200,955,396,559,27.9,25.5,32.8,950,73,868,0,4,0,5,5,25,63,11471,11471,864,404,29,431,704,117,455,132,103,601,29510,868,0.913684211,877,0.923157895,251,0.262827225,404,0.467592593,103,0.146306818,St. Louis City,"(11000, 18000]",25,14500
3361,3361,2018,"Census Tract 1193, St. Louis city, Missouri",119300,29,510,1400000US29510119300,4060,1931,2129,22.6,23.2,21.9,3971,2075,1176,0,644,6,70,78,222,1902,9221,9221,2492,1010,303,1179,3617,579,2612,426,490,3127,29510,1176,0.296147066,1896,0.477461597,443,0.1091133,1010,0.40529695,490,0.135471385,St. Louis City,"(4000, 11000]",2,7500
4279,4279,2018,"Census Tract 2163, St. Louis County, Missouri",216300,29,189,1400000US29189216300,6731,3308,3423,20,19.9,20,6486,5042,377,0,1035,2,30,228,294,4773,5213,5213,2706,332,43,2331,6592,1912,4412,268,296,6296,29189,377,0.058125193,1444,0.222633364,139,0.020650721,332,0.122690318,296,0.044902913,St. Louis County,"(4000, 11000]",3,7500
3353,3353,2018,"Census Tract 1184, St. Louis city, Missouri",118400,29,510,1400000US29510118400,1514,797,717,21,20.9,21.1,1465,899,377,0,182,0,7,49,96,814,4077,4077,421,239,44,138,1470,144,1247,79,225,1245,29510,377,0.257337884,566,0.386348123,44,0.029062087,239,0.567695962,225,0.153061224,St. Louis City,"(4000, 11000]",1,7500
