,Unnamed: 0,Year,NAME,TRACT,STATE,COUNTY,ACS_GEO_ID,ACS_N_TOTAL_POP,ACS_N_MALE,ACS_N_FEMALE,ACS_MED_AGE,ACS_MED_AGE_M,ACS_MED_AGE_F,ACS_N_RACE_TOTAL_POP,ACS_N_RACE_WHITE,ACS_N_RACE_BLACK,ACS_N_RACE_AMERIND,ACS_N_RACE_ASIAN,ACS_N_RACE_HAWPACISL,ACS_N_RACE_OTHER,ACS_N_RACE_TWOORMORE,ACS_N_ETHN_HISPLAT_Y,ACS_N_ETHN_HISPLAT_N,ACS_MED_INCOME,ACS_MED_INCOME_PAST_12MO,ACS_N_POVERTY_STAT,ACS_N_POVERTY_STAT_BELOW_100_PCT,ACS_N_POVERTY_STAT_100_TO_149_PCT,ACS_N_POVERTY_STAT_ABOVE_150_PCT,ACS_N_INSURED_NON_INST,ACS_N_INSURED_NON_INST_UNDER_19,ACS_N_INSURED_NON_INST_19_TO_64,ACS_N_INSURED_NON_INST_OVER_65,ACS_N_DISABIL_Y,ACS_N_DISABIL_N,STATECOUNTY,N_BLACK,PCT_BLACK,N_NOT_WHITE,PCT_NOT_WHITE,N_UNINSURED,PCT_UNINSURED,N_POVERTY_STAT,PCT_POVERTY_STAT,N_DISABIL_STAT,PCT_DISABIL_STAT,COUNTY_NAME,bucket,bucket_idx,midpoint
3682,3682,2018,"Census Tract 2137, St. Louis County, Missouri",213700,29,189,1400000US29189213700,4360,1878,2482,39.3,35.7,43,4273,1395,2477,7,173,0,221,45,94,1343,25345,25345,3891,984,205,2702,3964,804,2466,694,556,3408,29189,2477,0.579686403,2878,0.673531477,396,0.090825688,984,0.252891288,556,0.140262361,St. Louis County,"(25000, 32000]",22,28500
3324,3324,2018,"Census Tract 1055, St. Louis city, Missouri",105500,29,510,1400000US29510105500,2647,1172,1475,43.6,41.5,48.5,2633,77,2539,0,17,0,0,0,21,56,25254,25254,2621,610,122,1889,1940,415,1107,418,282,1658,29510,2539,0.964299278,2556,0.970755792,707,0.267094824,610,0.232735597,282,0.145360825,St. Louis City,"(25000, 32000]",6,28500
3310,3310,2018,"Census Tract 1161, St. Louis city, Missouri",116100,29,510,1400000US29510116100,2991,1580,1411,40.9,40.1,45.4,2742,1624,639,145,329,0,5,230,215,1426,25151,25151,2929,656,203,2070,2562,479,1735,348,416,2146,29510,639,0.233041575,1118,0.407731583,429,0.143430291,656,0.223967224,416,0.162373146,St. Louis City,"(25000, 32000]",3,28500
3646,3646,2018,"Census Tract 2202, St. Louis County, Missouri",220200,29,189,1400000US29189220200,5441,2694,2747,41.3,42.5,39.4,5165,4769,220,0,0,0,176,199,164,4672,25142,25142,5319,1021,570,3728,4860,1281,2799,780,1163,3697,29189,220,0.042594385,396,0.076669894,581,0.106781842,1021,0.191953375,1163,0.239300412,St. Louis County,"(25000, 32000]",18,28500
3679,3679,2018,"Census Tract 2107.02, St. Louis County, Missouri",210702,29,189,1400000US29189210702,6274,2810,3464,30.4,30.4,30.4,6030,997,5033,0,0,0,0,227,34,997,25123,25123,6186,1556,690,3940,5564,1987,2775,802,608,4956,29189,5033,0.834660033,5033,0.834660033,710,0.113165445,1556,0.251535726,608,0.109273904,St. Louis County,"(25000, 32000]",21,28500
3584,3584,2018,"Census Tract 1163.02, St. Louis city, Missouri",116302,29,510,1400000US29510116302,3142,1610,1532,34.3,35.6,31.6,3038,922,1239,12,821,0,44,80,219,736,24983,24983,3118,821,828,1469,2562,782,1547,233,386,2176,29510,1239,0.407834101,2116,0.696510862,580,0.184595799,821,0.263309814,386,0.150663544,St. Louis City,"(18000, 25000]",23,21500
3807,3807,2018,"Census Tract 2146.02, St. Louis County, Missouri",214602,29,189,1400000US29189214602,4022,1908,2114,34.7,29.5,38.4,3938,2859,721,0,13,0,345,76,467,2737,24717,24717,3998,798,584,2616,3156,803,1836,517,601,2555,29189,721,0.183087862,1079,0.273996953,866,0.215315763,798,0.1995998,601,0.190430925,St. Louis County,"(18000, 25000]",41,21500
3312,3312,2018,"Census Tract 1153, St. Louis city, Missouri",115300,29,510,1400000US29510115300,4936,2386,2550,33.6,33.3,33.9,4686,2387,1683,22,594,0,0,143,619,1776,24511,24511,4818,1252,757,2809,4045,1339,2308,398,661,3384,29510,1683,0.35915493,2299,0.490610329,891,0.180510535,1252,0.259858863,661,0.163411619,St. Louis City,"(18000, 25000]",3,21500
3681,3681,2018,"Census Tract 2133, St. Louis County, Missouri",213300,29,189,1400000US29189213300,7872,3785,4087,31.1,32.2,29.7,7366,3653,3080,13,291,0,329,402,820,3145,24383,24383,7725,1505,1199,5021,6560,2094,3856,610,923,5637,29189,3080,0.418137388,3713,0.504072767,1312,0.166666667,1505,0.194822006,923,0.14070122,St. Louis County,"(18000, 25000]",30,21500
3592,3592,2018,"Census Tract 1273, St. Louis city, Missouri",127300,29,510,1400000US29510127300,3904,2202,1702,34.9,31.3,41.5,3789,1283,2377,0,91,0,38,104,134,1204,24185,24185,3742,786,187,2769,3438,783,2259,396,430,3008,29510,2377,0.627342307,2506,0.661388229,466,0.119364754,786,0.210048103,430,0.125072717,St. Louis City,"(18000, 25000]",24,21500
3864,3864,2018,"Census Tract 2203, St. Louis County, Missouri",220300,29,189,1400000US29189220300,2145,1153,992,38.5,37.3,38.8,2080,1747,245,57,27,0,4,44,95,1707,24083,24083,1992,305,215,1472,1880,434,1257,189,504,1376,29189,245,0.117788462,333,0.160096154,265,0.123543124,305,0.15311245,504,0.268085106,St. Louis County,"(18000, 25000]",42,21500
3871,3871,2018,"Census Tract 2161, St. Louis County, Missouri",216100,29,189,1400000US29189216100,5752,2897,2855,26.2,26.3,26,5435,3703,1102,55,476,0,99,249,374,3418,24038,24038,5614,2195,197,3222,5461,710,4257,494,314,5147,29189,1102,0.20275989,1732,0.318675253,291,0.050591099,2195,0.390986819,314,0.057498627,St. Louis County,"(18000, 25000]",43,21500
3358,3358,2018,"Census Tract 1151, St. Louis city, Missouri",115100,29,510,1400000US29510115100,4515,2419,2096,39.2,33,43.9,4406,3507,710,56,103,0,30,54,394,3207,23720,23720,4254,1179,469,2606,3558,788,2286,484,771,2787,29510,710,0.161143895,899,0.204039946,957,0.211960133,1179,0.277150917,771,0.216694772,St. Louis City,"(18000, 25000]",12,21500
4005,4005,2018,"Census Tract 2115, St. Louis County, Missouri",211500,29,189,1400000US29189211500,3467,1545,1922,29.2,27.2,32.8,3396,344,3052,0,0,0,0,35,116,228,23709,23709,3431,359,648,2424,3243,1118,1762,363,526,2717,29189,3052,0.898704358,3052,0.898704358,224,0.064609172,359,0.104634217,526,0.162195498,St. Louis County,"(18000, 25000]",46,21500
4291,4291,2018,"Census Tract 2103, St. Louis County, Missouri",210300,29,189,1400000US29189210300,3168,1522,1646,35.9,36.7,33.9,3012,905,2064,12,31,0,0,140,26,879,23635,23635,3113,624,441,2048,2636,633,1593,410,567,2069,29189,2064,0.685258964,2107,0.699535193,532,0.167929293,624,0.200449727,567,0.215098634,St. Louis County,"(18000, 25000]",52,21500
4130,4130,2018,"Census Tract 2112.01, St. Louis County, Missouri",211201,29,189,1400000US29189211201,4586,2091,2495,49.9,52.8,48.1,4375,2171,2146,46,0,12,0,173,116,2132,23578,23578,4548,741,461,3346,4343,671,2974,698,564,3779,29189,2146,0.490514286,2204,0.503771429,243,0.052987353,741,0.16292876,564,0.129864149,St. Louis County,"(18000, 25000]",50,21500
3683,3683,2018,"Census Tract 2147, St. Louis County, Missouri",214700,29,189,1400000US29189214700,7353,3405,3948,34.8,31.7,35.7,6826,4870,1902,0,23,0,31,454,740,4161,23043,23043,7208,1444,717,5047,6073,1532,3697,844,907,5166,29189,1902,0.278640492,1956,0.286551421,1280,0.174078607,1444,0.200332963,907,0.14934958,St. Louis County,"(18000, 25000]",31,21500
3652,3652,2018,"Census Tract 2131.02, St. Louis County, Missouri",213102,29,189,1400000US29189213102,279,162,117,45.3,47,45.3,279,243,31,0,0,0,5,0,14,234,22917,22917,279,34,36,209,229,31,154,44,44,185,29189,31,0.111111111,36,0.129032258,50,0.17921147,34,0.121863799,44,0.192139738,St. Louis County,"(18000, 25000]",27,21500
4119,4119,2018,"Census Tract 2105.02, St. Louis County, Missouri",210502,29,189,1400000US29189210502,3304,1556,1748,36.8,35.1,40,3222,249,2973,0,0,0,0,68,12,237,22697,22697,3279,750,633,1896,2910,984,1421,505,582,2328,29189,2973,0.922718808,2973,0.922718808,394,0.119249395,750,0.228728271,582,0.2,St. Louis County,"(18000, 25000]",49,21500
4303,4303,2018,"Census Tract 2101, St. Louis County, Missouri",210100,29,189,1400000US29189210100,4783,2222,2561,36.6,25.6,40.5,4616,1407,3148,11,0,0,50,32,28,1379,22487,22487,4337,609,582,3146,4214,1214,2338,662,916,3298,29189,3148,0.681975737,3209,0.695190641,569,0.118962994,609,0.140419645,916,0.217370669,St. Louis County,"(18000, 25000]",54,21500
3379,3379,2018,"Census Tract 1152, St. Louis city, Missouri",115200,29,510,1400000US29510115200,3328,1650,1678,33.8,34.5,33.3,3141,1442,1411,0,205,0,83,94,222,1239,22383,22383,3210,1270,377,1563,2873,864,1780,229,505,2368,29510,1411,0.449219994,1699,0.540910538,455,0.13671875,1270,0.395638629,505,0.175774452,St. Louis City,"(18000, 25000]",20,21500
3368,3368,2018,"Census Tract 1018, St. Louis city, Missouri",101800,29,510,1400000US29510101800,3090,1539,1551,38.7,39.1,38.2,3028,1742,1270,16,0,0,0,54,160,1582,22338,22338,3082,492,196,2394,2685,691,1684,310,422,2263,29510,1270,0.419418758,1286,0.424702774,405,0.131067961,492,0.1596366,422,0.15716946,St. Louis City,"(18000, 25000]",16,21500
3593,3593,2018,"Census Tract 1274, St. Louis city, Missouri",127400,29,510,1400000US29510127400,5567,1930,3637,26.7,27.2,26.4,5371,1297,4033,0,41,0,0,57,0,1297,21704,21704,5428,1751,1348,2329,4818,1801,2705,312,691,4127,29510,4033,0.750884379,4074,0.758517967,749,0.134542842,1751,0.322586588,691,0.143420506,St. Louis City,"(18000, 25000]",25,21500
3800,3800,2018,"Census Tract 2120.01, St. Louis County, Missouri",212001,29,189,1400000US29189212001,7594,3159,4435,43.5,39.9,44.7,7471,643,6808,18,0,2,0,16,48,630,21692,21692,7420,1553,778,5089,7219,1796,4271,1152,1366,5853,29189,6808,0.91125686,6828,0.913933878,375,0.04938109,1553,0.209299191,1366,0.189222884,St. Louis County,"(18000, 25000]",37,21500
3335,3335,2018,"Census Tract 1053, St. Louis city, Missouri",105300,29,510,1400000US29510105300,2774,1182,1592,31.1,32.8,29,2575,421,2105,0,38,0,11,78,17,421,21427,21427,2599,500,398,1701,2493,785,1337,371,481,2012,29510,2105,0.817475728,2154,0.836504854,281,0.101297765,500,0.192381685,481,0.192940233,St. Louis City,"(18000, 25000]",9,21500
3877,3877,2018,"Census Tract 2127, St. Louis County, Missouri",212700,29,189,1400000US29189212700,5989,2498,3491,30.9,31.5,30.6,5740,1268,4176,6,128,0,162,207,77,1228,21326,21326,5947,1666,826,3455,5323,1664,3115,544,763,4560,29189,4176,0.727526132,4472,0.779094077,666,0.111203874,1666,0.280141248,763,0.143340222,St. Louis County,"(18000, 25000]",44,21500
3337,3337,2018,"Census Tract 1081, St. Louis city, Missouri",108100,29,510,1400000US29510108100,3191,1400,1791,37.3,33.4,39.2,3165,73,3042,27,0,0,23,15,0,73,21313,21313,3127,1108,552,1467,2641,985,1205,451,599,2042,29510,3042,0.961137441,3092,0.976935229,550,0.172359762,1108,0.354333227,599,0.226808027,St. Louis City,"(18000, 25000]",10,21500
4014,4014,2018,"Census Tract 2160, St. Louis County, Missouri",216000,29,189,1400000US29189216000,1294,600,694,42.3,39.7,44.1,1220,467,725,0,0,0,28,68,45,426,21207,21207,1288,228,121,939,1080,248,660,172,255,825,29189,725,0.594262295,753,0.617213115,214,0.165378671,228,0.177018634,255,0.236111111,St. Louis County,"(18000, 25000]",48,21500
3383,3383,2018,"Census Tract 1063, St. Louis city, Missouri",106300,29,510,1400000US29510106300,1407,579,828,36,30.5,40.2,1363,11,1337,4,7,0,4,14,4,11,21189,21189,1377,306,156,915,1209,404,587,218,247,962,29510,1337,0.980924431,1352,0.991929567,198,0.140724947,306,0.222222222,247,0.204301075,St. Louis City,"(18000, 25000]",22,21500
3317,3317,2018,"Census Tract 1242, St. Louis city, Missouri",124200,29,510,1400000US29510124200,3626,1759,1867,28.7,29.7,28.1,3418,1105,2204,0,0,0,109,148,322,875,21140,21140,3482,1340,217,1925,2997,1215,1578,204,440,2557,29510,2204,0.644821533,2313,0.676711527,629,0.173469388,1340,0.384836301,440,0.14681348,St. Louis City,"(18000, 25000]",4,21500
3359,3359,2018,"Census Tract 1154, St. Louis city, Missouri",115400,29,510,1400000US29510115400,3357,1673,1684,32.5,27.4,40.3,3270,2013,861,0,64,20,312,13,548,1676,21062,21062,3283,906,630,1747,2559,739,1516,304,494,2065,29510,861,0.263302752,1257,0.38440367,798,0.237712243,906,0.275967103,494,0.193044158,St. Louis City,"(18000, 25000]",13,21500
3732,3732,2018,"Census Tract 2102, St. Louis County, Missouri",210200,29,189,1400000US29189210200,5668,2394,3274,24,21.9,25,5604,625,4979,0,0,0,0,17,0,625,20947,20947,5621,1717,724,3180,4792,2207,2312,273,732,4060,29189,4979,0.88847252,4979,0.88847252,876,0.15455187,1717,0.305461662,732,0.152754591,St. Louis County,"(18000, 25000]",32,21500
3733,3733,2018,"Census Tract 2106, St. Louis County, Missouri",210600,29,189,1400000US29189210600,7286,3224,4062,40,40.6,38,7076,1819,5205,0,0,0,52,70,51,1819,20917,20917,6612,1557,564,4491,5907,1557,3583,767,1291,4616,29189,5205,0.735585076,5257,0.742933861,1379,0.189267088,1557,0.235480944,1291,0.218554258,St. Louis County,"(18000, 25000]",33,21500
3799,3799,2018,"Census Tract 2118.02, St. Louis County, Missouri",211802,29,189,1400000US29189211802,4222,2181,2041,28.8,20.8,37.8,3973,317,3656,0,0,0,0,149,0,317,20897,20897,4122,849,1150,2123,3688,1430,1876,382,600,3088,29189,3656,0.920211427,3656,0.920211427,534,0.126480341,849,0.205967977,600,0.162689805,St. Louis County,"(18000, 25000]",36,21500
3334,3334,2018,"Census Tract 1015, St. Louis city, Missouri",101500,29,510,1400000US29510101500,3284,1859,1425,37.3,38.2,35.3,3251,1949,1218,0,36,0,48,25,121,1849,20728,20728,3276,1042,704,1530,2716,597,1781,338,664,2052,29510,1218,0.374653953,1302,0.400492156,568,0.172959805,1042,0.318070818,664,0.244477172,St. Louis City,"(18000, 25000]",8,21500
3327,3327,2018,"Census Tract 1083, St. Louis city, Missouri",108300,29,510,1400000US29510108300,2237,844,1393,34.3,39.3,32.7,2129,58,2063,0,0,0,8,64,22,52,20654,20654,2180,515,266,1399,1774,498,995,281,317,1457,29510,2063,0.96899953,2071,0.972757163,463,0.206973625,515,0.236238532,317,0.178692221,St. Louis City,"(18000, 25000]",6,21500
3636,3636,2018,"Census Tract 2124, St. Louis County, Missouri",212400,29,189,1400000US29189212400,2547,1232,1315,32.9,25.9,41.3,2474,339,2055,19,35,0,26,73,0,339,20568,20568,2458,575,194,1689,2299,768,1280,251,374,1925,29189,2055,0.830638642,2135,0.862974939,248,0.097369454,575,0.233930024,374,0.162679426,St. Louis County,"(18000, 25000]",26,21500
3375,3375,2018,"Census Tract 1082, St. Louis city, Missouri",108200,29,510,1400000US29510108200,2148,1046,1102,53,53.7,51.5,2107,55,2021,31,0,0,0,17,4,51,20362,20362,1953,409,449,1095,1764,373,963,428,447,1317,29510,2021,0.959183673,2052,0.973896535,384,0.17877095,409,0.209421403,447,0.253401361,St. Louis City,"(18000, 25000]",17,21500
3376,3376,2018,"Census Tract 1096, St. Louis city, Missouri",109600,29,510,1400000US29510109600,2952,1276,1676,44.1,41,47.5,2857,47,2781,9,0,0,20,25,54,47,20245,20245,2834,770,506,1558,2607,801,1273,533,553,2054,29510,2781,0.97339867,2810,0.983549177,345,0.116869919,770,0.271700776,553,0.212121212,St. Louis City,"(18000, 25000]",18,21500
3365,3365,2018,"Census Tract 1054, St. Louis city, Missouri",105400,29,510,1400000US29510105400,2205,933,1272,27.9,24.4,31.2,2020,344,1615,0,0,5,56,146,151,245,19846,19846,2155,706,280,1169,1831,679,972,180,224,1607,29510,1615,0.79950495,1676,0.82970297,374,0.169614512,706,0.327610209,224,0.12233752,St. Louis City,"(18000, 25000]",14,21500
3346,3346,2018,"Census Tract 1123, St. Louis city, Missouri",112300,29,510,1400000US29510112300,1597,780,817,37.3,37.9,37.1,1511,76,1415,0,0,0,20,60,0,76,19795,19795,1571,655,166,750,1329,371,705,253,323,1006,29510,1415,0.936465917,1435,0.949702184,268,0.167814652,655,0.416931891,323,0.24303988,St. Louis City,"(18000, 25000]",11,21500
3803,3803,2018,"Census Tract 2121.02, St. Louis County, Missouri",212102,29,189,1400000US29189212102,2989,1263,1726,29.8,24,32.3,2861,144,2717,0,0,0,0,19,0,144,19783,19783,2859,779,427,1653,2676,990,1431,255,250,2426,29189,2717,0.949667948,2717,0.949667948,313,0.104717297,779,0.272472893,250,0.093423019,St. Louis County,"(18000, 25000]",40,21500
3328,3328,2018,"Census Tract 1111, St. Louis city, Missouri",111100,29,510,1400000US29510111100,1960,1034,926,38.3,29.8,39.3,1896,72,1824,0,0,0,0,26,6,66,19779,19779,1817,691,117,1009,1434,510,779,145,348,1086,29510,1824,0.962025316,1824,0.962025316,526,0.268367347,691,0.380297193,348,0.242677824,St. Louis City,"(18000, 25000]",7,21500
3309,3309,2018,"Census Tract 1266, St. Louis city, Missouri",126600,29,510,1400000US29510126600,3428,1546,1882,28,32.2,26,3357,585,2752,6,0,0,14,0,60,539,19699,19699,3051,1114,450,1487,2612,1079,1402,131,349,2263,29510,2752,0.819779565,2772,0.825737265,816,0.238039673,1114,0.365126188,349,0.133614089,St. Louis City,"(18000, 25000]",2,21500
3992,3992,2018,"Census Tract 2143, St. Louis County, Missouri",214300,29,189,1400000US29189214300,3940,1835,2105,35.5,37.5,34.3,3776,1352,2234,1,23,0,166,101,354,1153,19688,19688,3811,1003,691,2117,3305,895,1946,464,554,2751,29189,2234,0.591631356,2424,0.641949153,635,0.161167513,1003,0.263185516,554,0.167624811,St. Louis County,"(18000, 25000]",45,21500
3745,3745,2018,"Census Tract 2136, St. Louis County, Missouri",213600,29,189,1400000US29189213600,3944,1780,2164,33.8,30.1,36.5,3789,616,3038,7,0,0,128,106,140,616,19611,19611,3780,1303,518,1959,3152,1168,1559,425,734,2418,29189,3038,0.801794669,3173,0.837424122,792,0.200811359,1303,0.344708995,734,0.23286802,St. Louis County,"(18000, 25000]",34,21500
3802,3802,2018,"Census Tract 2121.01, St. Louis County, Missouri",212101,29,189,1400000US29189212101,4246,1958,2288,29.3,26.2,33.7,3882,289,3314,0,0,2,277,263,280,286,19532,19532,4024,979,703,2342,3489,1140,1898,451,748,2741,29189,3314,0.853683668,3593,0.925553838,757,0.178285445,979,0.243290258,748,0.214388077,St. Louis County,"(18000, 25000]",39,21500
3746,3746,2018,"Census Tract 2141, St. Louis County, Missouri",214100,29,189,1400000US29189214100,1346,544,802,34,34.9,30.3,1322,48,1274,0,0,0,0,24,0,48,19511,19511,1346,301,391,654,1150,420,560,170,225,925,29189,1274,0.963691377,1274,0.963691377,196,0.145616642,301,0.223625557,225,0.195652174,St. Louis County,"(18000, 25000]",35,21500
3381,3381,2018,"Census Tract 1186, St. Louis city, Missouri",118600,29,510,1400000US29510118600,4450,2213,2237,28.1,27.8,28.4,4340,2196,1733,0,375,0,36,110,194,2068,19386,19386,3674,890,969,1815,3965,906,2617,442,364,3601,29510,1733,0.399308756,2144,0.494009217,485,0.108988764,890,0.242242787,364,0.091803279,St. Louis City,"(18000, 25000]",21,21500
4134,4134,2018,"Census Tract 2118.01, St. Louis County, Missouri",211801,29,189,1400000US29189211801,3810,1632,2178,34.4,34.8,31.1,3784,391,3371,11,11,0,0,0,18,380,19286,19286,3776,1340,491,1945,2976,812,1772,392,630,2346,29189,3371,0.890856237,3393,0.89667019,834,0.218897638,1340,0.354872881,630,0.211693548,St. Louis County,"(18000, 25000]",51,21500
3366,3366,2018,"Census Tract 1064, St. Louis city, Missouri",106400,29,510,1400000US29510106400,2025,959,1066,41.1,45.2,36.6,2012,0,2012,0,0,0,0,13,0,0,19246,19246,1992,684,234,1074,1544,414,861,269,345,1199,29510,2012,1,2012,1,481,0.237530864,684,0.343373494,345,0.223445596,St. Louis City,"(18000, 25000]",15,21500
3325,3325,2018,"Census Tract 1065, St. Louis city, Missouri",106500,29,510,1400000US29510106500,2875,1424,1451,44.5,40,46.3,2781,152,2629,0,0,0,0,94,36,131,19083,19083,2448,535,578,1335,1854,503,968,383,563,1291,29510,2629,0.945343402,2629,0.945343402,1021,0.355130435,535,0.218545752,563,0.303667745,St. Louis City,"(18000, 25000]",5,21500
3801,3801,2018,"Census Tract 2120.02, St. Louis County, Missouri",212002,29,189,1400000US29189212002,3506,1444,2062,27.3,25.4,30.7,3506,233,3166,107,0,0,0,0,0,233,18966,18966,3481,1058,933,1490,3168,1136,1634,398,555,2613,29189,3166,0.903023388,3273,0.933542499,338,0.096406161,1058,0.303935651,555,0.175189394,St. Louis County,"(18000, 25000]",38,21500
3377,3377,2018,"Census Tract 1114, St. Louis city, Missouri",111400,29,510,1400000US29510111400,1286,606,680,35.7,32.3,36.1,1286,29,1246,0,11,0,0,0,0,29,18889,18889,1281,326,273,682,1149,383,632,134,280,869,29510,1246,0.968895801,1257,0.977449456,137,0.106531882,326,0.254488681,280,0.243690165,St. Louis City,"(18000, 25000]",19,21500
3653,3653,2018,"Census Tract 2138, St. Louis County, Missouri",213800,29,189,1400000US29189213800,4972,2290,2682,35.9,32,39.2,4821,159,4647,0,3,0,12,47,53,144,18863,18863,4832,1219,702,2911,4296,1378,2083,835,832,3464,29189,4647,0.963907903,4662,0.967019291,676,0.135961384,1219,0.25227649,832,0.193668529,St. Louis County,"(18000, 25000]",28,21500
4296,4296,2018,"Census Tract 2125, St. Louis County, Missouri",212500,29,189,1400000US29189212500,4943,2237,2706,40.6,37.3,41.7,4621,896,3672,9,44,0,0,286,155,840,18862,18862,4662,839,590,3233,4008,1012,2350,646,620,3388,29189,3672,0.794633196,3725,0.806102575,935,0.189156383,839,0.17996568,620,0.154690619,St. Louis County,"(18000, 25000]",53,21500
3253,3253,2018,"Census Tract 1113, St. Louis city, Missouri",111300,29,510,1400000US29510111300,1405,703,702,56.3,54.1,58.3,1397,4,1393,0,0,0,0,8,0,4,18694,18694,1400,455,208,737,1326,207,750,369,351,975,29510,1393,0.997136722,1393,0.997136722,79,0.056227758,455,0.325,351,0.264705882,St. Louis City,"(18000, 25000]",1,21500
4006,4006,2018,"Census Tract 2122, St. Louis County, Missouri",212200,29,189,1400000US29189212200,7196,3055,4141,38.9,38.5,39.7,7139,184,6955,0,0,0,0,0,0,184,18536,18536,7004,2309,664,4031,6242,1813,2846,1583,1336,4906,29189,6955,0.974226082,6955,0.974226082,954,0.132573652,2309,0.329668761,1336,0.214033963,St. Louis County,"(18000, 25000]",47,21500
3655,3655,2018,"Census Tract 2142, St. Louis County, Missouri",214200,29,189,1400000US29189214200,3295,1406,1889,38.5,33.9,38.8,3099,391,2708,0,0,0,0,129,92,299,18191,18191,3144,1146,268,1730,2684,824,1355,505,545,2139,29189,2708,0.873830268,2708,0.873830268,611,0.185432473,1146,0.364503817,545,0.203055142,St. Louis County,"(18000, 25000]",29,21500
3340,3340,2018,"Census Tract 1122, St. Louis city, Missouri",112200,29,510,1400000US29510112200,1277,547,730,37.8,35,41.4,1231,118,1103,10,0,0,0,25,8,110,17992,17992,1205,333,208,664,1091,344,540,207,277,814,29510,1103,0.896019496,1113,0.904142973,186,0.145653876,333,0.276348548,277,0.253895509,St. Louis City,"(11000, 18000]",10,14500
4338,4338,2018,"Census Tract 2218, St. Louis County, Missouri",221800,29,189,1400000US29189221800,3582,1626,1956,35.8,38.7,32.4,3460,242,3218,0,0,0,0,28,0,242,17959,17959,3488,947,662,1879,3108,980,1795,333,545,2563,29189,3218,0.930057803,3218,0.930057803,474,0.132328308,947,0.271502294,545,0.175353925,St. Louis County,"(11000, 18000]",35,14500
3374,3374,2018,"Census Tract 1073, St. Louis city, Missouri",107300,29,510,1400000US29510107300,4529,2048,2481,38.4,37.2,41.3,4420,154,4241,13,0,0,12,74,44,110,17791,17791,4466,1396,833,2237,3890,1034,2040,816,1038,2852,29510,4241,0.959502262,4266,0.965158371,639,0.141090749,1396,0.312583968,1038,0.266838046,St. Louis City,"(11000, 18000]",23,14500
3351,3351,2018,"Census Tract 1164, St. Louis city, Missouri",116400,29,510,1400000US29510116400,4770,2237,2533,29.2,27.5,30.9,4440,1215,2856,0,165,0,204,121,216,1045,17289,17289,4561,1677,703,2181,3373,1237,1781,355,612,2761,29510,2856,0.643243243,3225,0.726351351,1397,0.292872117,1677,0.367682526,612,0.181440854,St. Louis City,"(11000, 18000]",16,14500
3389,3389,2018,"Census Tract 1267, St. Louis city, Missouri",126700,29,510,1400000US29510126700,1110,503,607,43.3,48,35.4,1082,242,837,0,0,0,3,28,6,242,17113,17113,1110,363,189,558,914,220,612,82,178,736,29510,837,0.773567468,840,0.776340111,196,0.176576577,363,0.327027027,178,0.194748359,St. Louis City,"(11000, 18000]",28,14500
3588,3588,2018,"Census Tract 1269, St. Louis city, Missouri",126900,29,510,1400000US29510126900,3862,1753,2109,39.7,35.8,43.6,3842,86,3740,0,0,16,0,20,41,59,17064,17064,3794,1186,985,1623,3298,860,1726,712,860,2438,29510,3740,0.973451327,3756,0.977615825,564,0.146038322,1186,0.31259884,860,0.260764099,St. Louis City,"(11000, 18000]",30,14500
3350,3350,2018,"Census Tract 1157, St. Louis city, Missouri",115700,29,510,1400000US29510115700,3738,1791,1947,32,31.9,32.2,3650,1511,1833,0,268,0,38,37,516,1047,16855,16855,3598,1456,651,1491,2895,1111,1574,210,350,2545,29510,1833,0.502191781,2139,0.586027397,843,0.225521669,1456,0.404669261,350,0.1208981,St. Louis City,"(11000, 18000]",15,14500
3390,3390,2018,"Census Tract 1061, St. Louis city, Missouri",106100,29,510,1400000US29510106100,1784,808,976,43.2,34.9,47,1773,37,1736,0,0,0,0,0,10,27,16812,16812,1773,617,250,906,1548,401,730,417,454,1094,29510,1736,0.979131416,1736,0.979131416,236,0.132286996,617,0.347997744,454,0.293281654,St. Louis City,"(11000, 18000]",29,14500
3654,3654,2018,"Census Tract 2139, St. Louis County, Missouri",213900,29,189,1400000US29189213900,1665,714,951,27.5,19.9,29.9,1616,35,1581,0,0,0,0,23,6,29,16230,16230,1639,736,343,560,1440,667,597,176,205,1235,29189,1581,0.978341584,1581,0.978341584,225,0.135135135,736,0.449054301,205,0.142361111,St. Louis County,"(11000, 18000]",33,14500
3384,3384,2018,"Census Tract 1066, St. Louis city, Missouri",106600,29,510,1400000US29510106600,1576,705,871,39.8,46.5,39.2,1506,52,1393,11,50,0,0,50,17,35,16214,16214,1532,443,332,757,1244,295,712,237,362,882,29510,1393,0.924966799,1454,0.965471448,332,0.210659898,443,0.289164491,362,0.290996785,St. Louis City,"(11000, 18000]",24,14500
3329,3329,2018,"Census Tract 1115, St. Louis city, Missouri",111500,29,510,1400000US29510111500,579,186,393,28.4,27.5,28.9,557,4,553,0,0,0,0,17,0,4,16118,16118,573,190,23,360,523,182,278,63,104,419,29510,553,0.992818671,553,0.992818671,56,0.09671848,190,0.331588133,104,0.198852772,St. Louis City,"(11000, 18000]",5,14500
