,Year,NAME,TRACT,STATE,COUNTY,ACS_GEO_ID,ACS_N_TOTAL_POP,ACS_N_MALE,ACS_N_FEMALE,ACS_MED_AGE,ACS_MED_AGE_M,ACS_MED_AGE_F,ACS_N_RACE_TOTAL_POP,ACS_N_RACE_WHITE,ACS_N_RACE_BLACK,ACS_N_RACE_AMERIND,ACS_N_RACE_ASIAN,ACS_N_RACE_HAWPACISL,ACS_N_RACE_OTHER,ACS_N_RACE_TWOORMORE,ACS_N_ETHN_HISPLAT_Y,ACS_N_ETHN_HISPLAT_N,ACS_MED_INCOME,ACS_MED_INCOME_PAST_12MO,ACS_N_POVERTY_STAT,ACS_N_POVERTY_STAT_BELOW_100_PCT,ACS_N_POVERTY_STAT_100_TO_149_PCT,ACS_N_POVERTY_STAT_ABOVE_150_PCT,ACS_N_INSURED_NON_INST,ACS_N_INSURED_NON_INST_UNDER_19,ACS_N_INSURED_NON_INST_19_TO_64,ACS_N_INSURED_NON_INST_OVER_65,ACS_N_DISABIL_Y,ACS_N_DISABIL_N
0,2018,"Census Tract 9561, Saline County, Illinois",956100,17,165,1400000US17165956100,2649,1217,1432,39.5,47.0,37.6,2552,2338,197,4,0,0,13,60,63,2300,23565.0,23565.0,2612,505,363,1744,2473,633,1255,585,598,1875
1,2018,"Census Tract 9557, Saline County, Illinois",955700,17,165,1400000US17165955700,2423,1222,1201,42.2,42.5,41.7,2392,2375,5,0,4,0,8,14,19,2364,26875.0,26875.0,2332,295,227,1810,2202,483,1246,473,463,1739
2,2018,"Census Tract 9559, Saline County, Illinois",955900,17,165,1400000US17165955900,2180,999,1181,47.2,40.8,52.0,2094,1978,39,0,69,8,0,60,74,1916,16549.0,16549.0,2011,584,299,1128,1975,399,1193,383,554,1421
3,2018,"Census Tract 8829, Will County, Illinois",882900,17,197,1400000US17197882900,2344,1143,1201,33.3,34.9,32.2,2219,1789,143,10,21,0,256,110,985,1199,26602.0,26602.0,2315,210,381,1724,2094,577,1308,209,250,1844
4,2018,"Census Tract 8830, Will County, Illinois",883000,17,197,1400000US17197883000,3759,1842,1917,42.0,34.4,45.8,3693,1992,1307,20,0,0,374,56,1098,1272,21376.0,21376.0,3257,396,263,2598,2809,826,1313,670,438,2371
5,2018,"Census Tract 8801.11, Will County, Illinois",880111,17,197,1400000US17197880111,3726,1991,1735,34.4,27.2,40.1,3518,1746,661,0,107,0,1004,186,1459,1283,28768.0,28768.0,3704,158,251,3295,3268,1035,1885,348,236,3032
6,2018,"Census Tract 8836.02, Will County, Illinois",883602,17,197,1400000US17197883602,5692,2628,3064,48.5,48.4,49.0,5519,4121,1206,0,122,0,70,127,267,4048,41679.0,41679.0,5627,254,450,4923,5572,805,3513,1254,531,5041
7,2018,"Census Tract 8838.03, Will County, Illinois",883803,17,197,1400000US17197883803,2756,1319,1437,34.9,35.9,33.8,2710,423,2133,0,40,6,108,46,197,368,30259.0,30259.0,2756,360,218,2178,2554,578,1744,232,266,2288
8,2018,"Census Tract 8817, Will County, Illinois",881700,17,197,1400000US17197881700,3375,1626,1749,42.7,38.3,46.2,3338,2807,230,24,28,20,229,19,702,2378,34135.0,34135.0,3357,308,142,2907,3191,632,2046,513,509,2682
9,2018,"Census Tract 8835.04, Will County, Illinois",883504,17,197,1400000US17197883504,5358,2628,2730,54.0,54.3,52.8,5261,4699,401,0,16,0,145,56,311,4533,47201.0,47201.0,5197,287,31,4879,5098,1062,2414,1622,825,4273
10,2018,"Census Tract 8837, Will County, Illinois",883700,17,197,1400000US17197883700,3204,1712,1492,38.0,36.5,40.9,3026,2488,394,0,0,0,144,158,474,2256,27875.0,27875.0,3182,553,400,2229,3001,739,1818,444,387,2614
11,2018,"Census Tract 8805.02, Will County, Illinois",880502,17,197,1400000US17197880502,5139,2532,2607,38.0,38.2,36.9,5045,4931,0,46,58,0,10,48,218,4723,32700.0,32700.0,5093,258,271,4564,4773,1194,3030,549,584,4189
12,2018,"Census Tract 8810.02, Will County, Illinois",881002,17,197,1400000US17197881002,5370,2858,2512,44.0,38.5,47.7,5207,5110,17,0,12,0,68,105,293,4990,40410.0,40410.0,5312,231,189,4892,5292,1287,3049,956,619,4673
13,2018,"Census Tract 8811.05, Will County, Illinois",881105,17,197,1400000US17197881105,6580,3481,3099,41.2,38.1,44.1,6423,6299,12,45,22,0,45,26,702,5701,53835.0,53835.0,6449,0,114,6335,6229,1510,3834,885,506,5723
14,2018,"Census Tract 8801.05, Will County, Illinois",880105,17,197,1400000US17197880105,7593,3781,3812,32.6,30.3,33.0,6466,3781,978,48,634,0,1025,974,1936,3029,31700.0,31700.0,7418,674,272,6472,6957,2277,3751,929,516,6441
15,2018,"Census Tract 8801.09, Will County, Illinois",880109,17,197,1400000US17197880109,5319,2624,2695,38.9,38.1,42.1,4984,2833,1348,10,249,0,544,228,831,2647,34740.0,34740.0,5212,412,128,4672,5162,1271,3198,693,382,4780
16,2018,"Census Tract 8801.12, Will County, Illinois",880112,17,197,1400000US17197880112,2206,1141,1065,36.9,35.6,38.4,2080,1154,402,0,128,0,396,124,596,983,37157.0,37157.0,2204,125,25,2054,2079,645,1207,227,178,1901
17,2018,"Census Tract 8801.13, Will County, Illinois",880113,17,197,1400000US17197880113,3780,1914,1866,33.6,31.9,39.3,3653,1177,1057,7,355,0,1057,86,1670,742,23611.0,23611.0,3739,560,369,2810,3024,1013,1769,242,282,2742
18,2018,"Census Tract 8818, Will County, Illinois",881800,17,197,1400000US17197881800,4132,1869,2263,28.5,29.3,27.5,3899,1886,1003,3,7,0,1000,116,1492,1511,24200.0,24200.0,3850,873,446,2531,3610,1405,1878,327,363,3247
19,2018,"Census Tract 3109, Cook County, Illinois",310900,17,31,1400000US17031310900,5391,2843,2548,30.6,31.6,29.8,5287,2630,59,21,50,0,2527,72,4706,511,25307.0,25307.0,5359,1365,903,3091,4483,1497,2458,528,321,4162
20,2018,"Census Tract 4205, Cook County, Illinois",420500,17,31,1400000US17031420500,1659,616,1043,45.0,45.3,43.9,1642,0,1620,0,22,0,0,17,99,0,19105.0,19105.0,1659,327,138,1194,1535,334,899,302,428,1107
21,2018,"Census Tract 4304, Cook County, Illinois",430400,17,31,1400000US17031430400,2756,1111,1645,35.2,31.4,36.7,2732,86,2646,0,0,0,0,24,0,86,22596.0,22596.0,2686,1053,215,1418,2547,871,1423,253,469,2078
22,2018,"Census Tract 4306, Cook County, Illinois",430600,17,31,1400000US17031430600,1920,770,1150,43.3,28.2,45.9,1828,98,1706,0,1,0,23,39,38,83,23578.0,23578.0,1867,348,374,1145,1830,414,1010,406,305,1525
23,2018,"Census Tract 4409, Cook County, Illinois",440900,17,31,1400000US17031440900,2547,993,1554,39.6,39.4,40.5,2429,2,2415,12,0,0,0,18,0,2,21310.0,21310.0,2447,595,439,1413,2279,639,1262,378,356,1923
24,2018,"Census Tract 4601, Cook County, Illinois",460100,17,31,1400000US17031460100,3424,1617,1807,33.6,26.8,42.0,3352,370,2818,0,62,0,102,41,443,35,19626.0,19626.0,3368,1245,562,1561,2973,922,1736,315,391,2582
25,2018,"Census Tract 4805, Cook County, Illinois",480500,17,31,1400000US17031480500,2938,1283,1655,42.3,39.8,43.6,2913,266,2597,0,8,0,42,25,315,46,22062.0,22062.0,2938,609,430,1899,2704,508,1741,455,570,2134
26,2018,"Census Tract 2831, Cook County, Illinois",283100,17,31,1400000US17031283100,3257,1602,1655,25.5,24.3,27.1,3119,785,1290,0,961,8,75,122,250,656,26610.0,26610.0,3241,1162,334,1745,3062,710,2194,158,138,2924
27,2018,"Census Tract 3007, Cook County, Illinois",300700,17,31,1400000US17031300700,4721,2463,2258,29.2,26.9,33.0,4680,2808,43,11,32,0,1786,10,4551,64,18999.0,18999.0,4665,1523,865,2277,3449,1619,1479,351,323,3126
28,2018,"Census Tract 3008, Cook County, Illinois",300800,17,31,1400000US17031300800,4070,2360,1710,26.6,25.0,28.9,3994,2358,0,0,0,0,1636,0,3954,40,17796.0,17796.0,3994,1658,957,1379,3126,1553,1255,318,335,2791
29,2018,"Census Tract 3406, Cook County, Illinois",340600,17,31,1400000US17031340600,1067,380,687,27.5,20.9,34.6,1008,2,1006,0,0,0,0,32,2,0,10960.0,10960.0,1040,632,268,140,990,381,428,181,185,805
30,2018,"Census Tract 3403, Cook County, Illinois",340300,17,31,1400000US17031340300,1837,822,1015,48.7,49.3,48.3,1819,364,24,0,1381,0,50,8,86,328,15916.0,15916.0,1827,614,359,854,1649,326,785,538,245,1404
31,2018,"Census Tract 3510, Cook County, Illinois",351000,17,31,1400000US17031351000,3711,1834,1877,39.5,31.2,48.4,3562,185,2762,0,615,0,0,149,15,170,40907.0,40907.0,3711,1105,217,2389,3244,225,2455,564,317,2927
32,2018,"Census Tract 8143, Cook County, Illinois",814300,17,31,1400000US17031814300,4916,2345,2571,28.6,30.3,25.1,4833,1848,172,158,14,0,2641,62,4603,242,20401.0,20401.0,4895,951,933,3011,3824,1724,1798,302,278,3546
33,2018,"Census Tract 8159, Cook County, Illinois",815900,17,31,1400000US17031815900,4823,2018,2805,41.6,39.5,43.8,4603,2520,1724,54,305,0,0,180,268,2409,40176.0,40176.0,4783,658,285,3840,4528,413,3295,820,499,4029
34,2018,"Census Tract 8087.02, Cook County, Illinois",808702,17,31,1400000US17031808702,5255,2386,2869,19.9,20.0,19.9,4974,3442,364,0,1076,34,58,266,492,3052,3677.0,3677.0,854,213,22,619,5038,1311,3551,176,300,4738
35,2018,"Census Tract 6606, Cook County, Illinois",660600,17,31,1400000US17031660600,5845,3194,2651,32.9,32.9,33.1,5552,1538,2867,0,0,0,1147,148,2481,248,20414.0,20414.0,5694,1728,1019,2947,4753,1523,2622,608,449,4304
36,2018,"Census Tract 6701, Cook County, Illinois",670100,17,31,1400000US17031670100,944,463,481,45.8,46.6,44.0,944,75,810,0,0,0,59,0,110,36,20625.0,20625.0,944,255,146,543,772,157,425,190,106,666
37,2018,"Census Tract 6708, Cook County, Illinois",670800,17,31,1400000US17031670800,1263,550,713,42.0,43.3,41.6,1240,24,1216,0,0,0,0,0,24,0,19309.0,19309.0,1231,408,203,620,1084,283,471,330,184,900
38,2018,"Census Tract 6711, Cook County, Illinois",671100,17,31,1400000US17031671100,1044,409,635,26.7,36.3,17.4,991,8,983,0,0,0,0,26,2,6,20483.0,20483.0,982,465,141,376,1015,477,412,126,107,908
39,2018,"Census Tract 6712, Cook County, Illinois",671200,17,31,1400000US17031671200,939,406,533,35.9,41.1,27.0,923,13,910,0,0,0,0,0,0,13,17923.0,17923.0,923,385,218,320,839,288,398,153,154,685
40,2018,"Census Tract 6714, Cook County, Illinois",671400,17,31,1400000US17031671400,1394,735,659,41.0,33.4,46.5,1364,49,1315,0,0,0,0,29,78,0,17656.0,17656.0,1393,596,120,677,1315,215,787,313,260,1055
41,2018,"Census Tract 6715, Cook County, Illinois",671500,17,31,1400000US17031671500,2343,942,1401,41.3,39.2,47.4,2212,145,1749,0,0,0,318,108,437,26,14985.0,14985.0,2320,719,601,1000,2072,576,1027,469,555,1517
42,2018,"Census Tract 6716, Cook County, Illinois",671600,17,31,1400000US17031671600,2016,1039,977,43.9,37.8,49.3,1981,39,1903,0,0,0,39,35,39,39,15464.0,15464.0,2016,522,500,994,1691,266,946,479,385,1306
43,2018,"Census Tract 6720, Cook County, Illinois",672000,17,31,1400000US17031672000,4064,2049,2015,40.8,40.5,41.2,3998,29,3942,0,0,0,27,66,27,29,19123.0,19123.0,4046,866,879,2301,3599,1005,1889,705,520,3079
44,2018,"Census Tract 8262.02, Cook County, Illinois",826202,17,31,1400000US17031826202,5676,2181,3495,34.1,29.0,36.2,5496,1915,3512,0,0,0,69,77,1236,748,21587.0,21587.0,5573,1478,566,3529,5139,1547,3064,528,508,4631
45,2018,"Census Tract 8266, Cook County, Illinois",826600,17,31,1400000US17031826600,6077,2905,3172,33.1,29.0,38.1,5654,362,5174,0,23,0,95,195,267,241,26566.0,26566.0,5849,1776,875,3198,5623,1941,3117,565,622,5001
46,2018,"Census Tract 8268, Cook County, Illinois",826800,17,31,1400000US17031826800,5207,2516,2691,31.1,30.8,31.3,4869,1858,2494,0,10,0,507,253,1975,523,21514.0,21514.0,5111,1689,730,2692,4287,1603,2167,517,475,3812
47,2018,"Census Tract 8269.02, Cook County, Illinois",826902,17,31,1400000US17031826902,1506,799,707,41.7,41.9,41.4,1506,101,1398,7,0,0,0,0,93,28,16766.0,16766.0,1506,583,169,754,1184,289,635,260,246,938
48,2018,"Census Tract 5102, Cook County, Illinois",510200,17,31,1400000US17031510200,3321,1560,1761,40.1,38.8,40.8,3226,973,2225,0,1,0,27,68,833,196,23780.0,23780.0,3272,1023,277,1972,3063,731,1793,539,459,2604
49,2018,"Census Tract 5705, Cook County, Illinois",570500,17,31,1400000US17031570500,2290,1264,1026,30.3,29.2,32.7,2143,1301,24,0,158,0,660,89,1592,464,27637.0,27637.0,2232,317,228,1687,1997,679,1061,257,128,1869
50,2018,"Census Tract 6006, Cook County, Illinois",600600,17,31,1400000US17031600600,3125,1653,1472,39.4,31.3,44.2,3066,1224,103,10,1250,0,479,0,1190,587,21155.0,21155.0,3066,486,634,1946,2499,593,1512,394,292,2207
51,2018,"Census Tract 6112, Cook County, Illinois",611200,17,31,1400000US17031611200,2496,1220,1276,27.8,27.5,28.5,2410,1275,501,5,8,0,621,43,1752,215,15638.0,15638.0,2427,865,690,872,2143,754,1104,285,185,1958
52,2018,"Census Tract 6408, Cook County, Illinois",640800,17,31,1400000US17031640800,1805,841,964,31.5,32.6,29.6,1694,989,46,0,7,0,652,64,1328,380,27458.0,27458.0,1732,222,161,1349,1617,500,926,191,151,1466
53,2018,"Census Tract 6709, Cook County, Illinois",670900,17,31,1400000US17031670900,1457,825,632,32.7,33.5,31.6,1396,107,1266,0,0,0,23,34,75,55,25856.0,25856.0,1391,466,131,794,1314,448,720,146,186,1128
54,2018,"Census Tract 6913, Cook County, Illinois",691300,17,31,1400000US17031691300,2707,1343,1364,43.8,35.6,51.6,2511,47,2464,0,0,0,0,183,192,20,25651.0,25651.0,2624,638,108,1878,2416,487,1432,497,423,1993
55,2018,"Census Tract 4307, Cook County, Illinois",430700,17,31,1400000US17031430700,2474,1173,1301,38.4,39.1,38.2,2419,155,2161,45,29,0,29,21,34,150,18177.0,18177.0,2176,960,192,1024,1949,581,1262,106,168,1781
56,2018,"Census Tract 4904, Cook County, Illinois",490400,17,31,1400000US17031490400,773,302,471,45.9,38.3,53.4,743,0,743,0,0,0,0,0,0,0,22484.0,22484.0,743,43,65,635,686,85,444,157,109,577
57,2018,"Census Tract 8241.06, Cook County, Illinois",824106,17,31,1400000US17031824106,7020,3382,3638,42.6,42.8,42.0,6725,6394,141,0,73,0,117,275,518,6036,41716.0,41716.0,6990,325,380,6285,6641,1519,3780,1342,658,5983
58,2018,"Census Tract 8068.02, Cook County, Illinois",806802,17,31,1400000US17031806802,3059,1359,1700,45.5,44.2,47.7,2960,1603,471,5,871,10,0,59,219,1394,40124.0,40124.0,3019,135,366,2518,2812,715,1463,634,258,2554
59,2018,"Census Tract 8094, Cook County, Illinois",809400,17,31,1400000US17031809400,5358,2582,2776,32.1,30.5,33.4,5127,3538,166,0,1305,0,118,112,535,3167,28339.0,28339.0,4803,1366,343,3094,5106,499,3565,1042,495,4611
60,2018,"Census Tract 8176, Cook County, Illinois",817600,17,31,1400000US17031817600,3875,1733,2142,36.4,35.1,37.7,3816,450,3160,12,0,0,194,32,619,45,26686.0,26686.0,3843,263,526,3054,3333,714,2080,539,642,2691
61,2018,"Census Tract 8184.02, Cook County, Illinois",818402,17,31,1400000US17031818402,3151,1381,1770,44.3,41.3,47.0,3049,2154,538,0,84,0,273,53,550,1697,40578.0,40578.0,3102,242,150,2710,2900,558,1627,715,327,2573
62,2018,"Census Tract 4010, Madison County, Illinois",401000,17,119,1400000US17119401000,2439,1308,1131,33.5,33.1,34.8,2326,2270,36,3,11,2,4,64,21,2253,24554.0,24554.0,2371,524,254,1593,2301,633,1334,334,357,1944
63,2018,"Census Tract 4017.01, Madison County, Illinois",401701,17,119,1400000US17119401701,2678,1307,1371,34.2,32.5,35.1,2582,2423,137,0,0,0,22,91,43,2402,17867.0,17867.0,2550,707,290,1553,2336,690,1326,320,424,1912
64,2018,"Census Tract 4022, Madison County, Illinois",402200,17,119,1400000US17119402200,3331,1536,1795,37.2,37.0,37.5,3145,2398,706,0,0,0,41,168,85,2362,27313.0,27313.0,3313,879,272,2162,3049,957,1649,443,730,2319
65,2018,"Census Tract 4031.21, Madison County, Illinois",403121,17,119,1400000US17119403121,9129,4695,4434,40.5,38.2,44.3,8715,7947,531,0,183,22,32,316,241,7738,41258.0,41258.0,8938,456,226,8256,8780,2080,5184,1516,921,7859
66,2018,"Census Tract 4034.01, Madison County, Illinois",403401,17,119,1400000US17119403401,3833,1829,2004,36.4,38.3,35.8,3777,2992,704,0,61,0,20,41,148,2876,32805.0,32805.0,3769,189,259,3321,3526,693,2380,453,457,3069
67,2018,"Census Tract 4036.01, Madison County, Illinois",403601,17,119,1400000US17119403601,3363,1640,1723,42.1,40.6,43.8,3340,3268,0,0,72,0,0,0,47,3221,32604.0,32604.0,3331,252,76,3003,3258,751,1834,673,371,2887
68,2018,"Census Tract 4038.01, Madison County, Illinois",403801,17,119,1400000US17119403801,5215,2608,2607,40.8,41.2,40.0,5016,4967,16,0,16,6,11,132,57,4924,38317.0,38317.0,5117,268,160,4689,4968,1311,2909,748,468,4500
69,2018,"Census Tract 4008.02, Madison County, Illinois",400802,17,119,1400000US17119400802,6208,3300,2908,43.3,39.2,47.0,6170,5784,348,20,0,0,18,0,497,5305,29763.0,29763.0,6152,861,611,4680,5796,1351,3262,1183,1244,4552
70,2018,"Census Tract 4017.21, Madison County, Illinois",401721,17,119,1400000US17119401721,5620,3001,2619,39.3,39.2,39.9,5473,5373,0,0,100,0,0,96,24,5349,37379.0,37379.0,5487,426,247,4814,5414,1421,3282,711,653,4761
71,2018,"Census Tract 4028.02, Madison County, Illinois",402802,17,119,1400000US17119402802,8063,4039,4024,45.0,44.9,45.4,7943,7867,27,0,32,0,17,81,26,7841,38031.0,38031.0,7887,402,111,7374,7863,1682,4737,1444,999,6864
72,2018,"Census Tract 4034.02, Madison County, Illinois",403402,17,119,1400000US17119403402,6090,2941,3149,36.2,35.6,36.4,5896,4422,1306,0,0,0,168,137,339,4264,27132.0,27132.0,6019,1254,392,4373,5492,1400,3243,849,706,4786
73,2018,"Census Tract 4035.32, Madison County, Illinois",403532,17,119,1400000US17119403532,5119,2325,2794,39.2,39.7,39.0,5015,4846,104,19,46,0,0,74,148,4715,39308.0,39308.0,4723,210,135,4378,4678,1374,2854,450,460,4218
74,2018,"Census Tract 4018, Madison County, Illinois",401800,17,119,1400000US17119401800,5851,2887,2964,41.6,41.1,42.5,5751,5585,120,0,19,0,27,19,157,5445,29383.0,29383.0,5747,666,468,4613,5627,1118,3314,1195,830,4797
75,2018,"Census Tract 4028.01, Madison County, Illinois",402801,17,119,1400000US17119402801,3537,1712,1825,53.8,55.0,50.9,3452,3247,83,29,71,0,22,74,58,3214,41317.0,41317.0,3526,240,158,3128,3468,623,1960,885,498,2970
76,2018,"Census Tract 4001.01, Madison County, Illinois",400101,17,119,1400000US17119400101,2775,1337,1438,42.3,37.0,44.2,2668,2588,30,0,24,0,26,82,214,2400,28443.0,28443.0,2750,479,223,2048,2486,462,1555,469,403,2083
77,2018,"Census Tract 4009.03, Madison County, Illinois",400903,17,119,1400000US17119400903,5135,2324,2811,35.6,38.1,34.8,5024,4382,518,20,9,0,95,49,560,3920,24817.0,24817.0,5073,1122,318,3633,4706,1347,2734,625,720,3986
78,2018,"Census Tract 4035.02, Madison County, Illinois",403502,17,119,1400000US17119403502,5771,2914,2857,46.1,43.0,51.2,5548,5444,65,0,0,0,39,121,66,5427,36482.0,36482.0,5669,228,271,5170,5690,1023,3430,1237,780,4910
79,2018,"Census Tract 4019.01, Madison County, Illinois",401901,17,119,1400000US17119401901,1859,897,962,38.6,37.6,41.0,1780,1675,76,0,21,3,5,62,83,1597,35851.0,35851.0,1842,91,188,1563,1771,405,991,375,251,1520
80,2018,"Census Tract 4013, Madison County, Illinois",401300,17,119,1400000US17119401300,5144,2590,2554,37.9,35.0,39.7,5001,4600,229,0,149,0,23,106,20,4600,26513.0,26513.0,5072,989,552,3531,4697,1213,2647,837,632,4065
81,2018,"Census Tract 4031.01, Madison County, Illinois",403101,17,119,1400000US17119403101,6908,3486,3422,21.5,22.0,21.2,6711,5495,1048,11,141,0,16,188,476,5151,12405.0,12405.0,4321,1316,235,2770,6287,1151,4668,468,409,5878
82,2018,"Census Tract 4012, Madison County, Illinois",401200,17,119,1400000US17119401200,1647,795,852,40.5,36.7,41.2,1580,1505,75,0,0,0,0,24,36,1483,28699.0,28699.0,1592,389,131,1072,1604,426,899,279,225,1379
83,2018,"Census Tract 4038.02, Madison County, Illinois",403802,17,119,1400000US17119403802,4316,2068,2248,43.6,44.0,43.3,4262,4192,11,24,4,0,31,8,95,4128,35055.0,35055.0,4133,266,442,3425,4078,974,2399,705,506,3572
84,2018,"Census Tract 8, Grundy County, Illinois",800,17,63,1400000US17063000800,5183,2708,2475,34.5,36.1,34.1,5048,4964,58,0,0,0,26,79,205,4785,40186.0,40186.0,5089,332,88,4669,4931,1439,3072,420,371,4560
85,2018,"Census Tract 4, Grundy County, Illinois",400,17,63,1400000US17063000400,5769,2584,3185,44.2,43.1,44.5,5562,5403,104,0,0,0,55,141,459,5058,32047.0,32047.0,5503,781,339,4383,5291,1188,3055,1048,795,4496
86,2018,"Census Tract 2, Grundy County, Illinois",200,17,63,1400000US17063000200,7017,3387,3630,39.0,39.1,38.9,6664,6277,120,7,22,0,238,166,625,5766,39647.0,39647.0,6656,930,135,5591,6748,1924,3717,1107,550,6198
87,2018,"Census Tract 6, Grundy County, Illinois",600,17,63,1400000US17063000600,3002,1565,1437,38.8,37.7,39.5,2974,2925,0,0,42,0,7,5,248,2684,32344.0,32344.0,2977,420,218,2339,2860,679,1791,390,265,2595
88,2018,"Census Tract 3, Grundy County, Illinois",300,17,63,1400000US17063000300,2856,1648,1208,38.8,34.5,47.0,2825,2734,30,0,56,0,5,0,200,2539,34150.0,34150.0,2722,167,290,2265,2670,634,1639,397,270,2400
89,2018,"Census Tract 5, Grundy County, Illinois",500,17,63,1400000US17063000500,2926,1565,1361,45.7,43.0,47.5,2903,2859,8,0,36,0,0,0,208,2651,39314.0,39314.0,2903,164,37,2702,2841,591,1761,489,272,2569
90,2018,"Census Tract 9, Grundy County, Illinois",900,17,63,1400000US17063000900,4008,2054,1954,42.4,42.1,42.5,3939,3875,6,2,43,0,13,27,207,3691,30313.0,30313.0,3950,405,282,3263,3845,851,2370,624,529,3316
91,2018,"Census Tract 7, Grundy County, Illinois",700,17,63,1400000US17063000700,5437,2772,2665,43.4,41.0,45.6,5351,5217,39,8,57,0,30,68,241,5016,42246.0,42246.0,5402,330,301,4771,5338,1197,3239,902,616,4722
92,2018,"Census Tract 8447.01, DuPage County, Illinois",844701,17,43,1400000US17043844701,4378,2128,2250,39.2,39.7,38.9,4258,3951,2,0,241,0,64,72,211,3804,36427.0,36427.0,4305,159,172,3974,4220,1050,2482,688,358,3862
93,2018,"Census Tract 8450, DuPage County, Illinois",845000,17,43,1400000US17043845000,5764,2790,2974,38.7,38.1,39.3,5611,4917,381,0,218,0,95,106,1001,4011,36667.0,36667.0,5717,741,586,4390,5269,1331,3219,719,557,4712
94,2018,"Census Tract 8451, DuPage County, Illinois",845100,17,43,1400000US17043845100,6563,3232,3331,39.9,38.2,40.9,6393,5783,26,79,416,0,89,170,547,5441,69982.0,69982.0,6562,275,184,6103,6385,2368,3299,718,410,5975
95,2018,"Census Tract 8455.02, DuPage County, Illinois",845502,17,43,1400000US17043845502,5408,2580,2828,42.0,39.2,43.3,5204,3887,277,0,1023,0,17,133,603,3357,40597.0,40597.0,5337,236,384,4717,4940,1043,3079,818,456,4484
96,2018,"Census Tract 8456.01, DuPage County, Illinois",845601,17,43,1400000US17043845601,4206,2068,2138,38.7,37.9,40.6,4033,3668,132,0,185,0,48,143,524,3206,41463.0,41463.0,4176,424,103,3649,3837,1087,2181,569,353,3484
97,2018,"Census Tract 8463.05, DuPage County, Illinois",846305,17,43,1400000US17043846305,5280,2628,2652,38.2,34.7,45.4,4953,4158,217,41,518,0,19,196,591,3723,39375.0,39375.0,5149,263,226,4660,5061,1188,3038,835,506,4555
98,2018,"Census Tract 8463.07, DuPage County, Illinois",846307,17,43,1400000US17043846307,4743,2335,2408,35.8,36.5,35.2,4448,2972,688,0,679,0,109,223,411,2716,35852.0,35852.0,4582,702,250,3630,4150,983,2698,469,435,3715
99,2018,"Census Tract 8464.04, DuPage County, Illinois",846404,17,43,1400000US17043846404,6010,3019,2991,40.4,40.9,38.8,5948,4850,609,0,291,0,198,62,723,4327,41074.0,41074.0,5776,629,317,4830,5463,1179,3335,949,422,5041
100,2018,"Census Tract 8458.03, DuPage County, Illinois",845803,17,43,1400000US17043845803,4949,2333,2616,38.5,38.1,39.1,4374,2691,1217,0,399,0,67,461,209,2549,28198.0,28198.0,4835,1461,160,3214,4581,1290,2624,667,598,3983
101,2018,"Census Tract 8401.04, DuPage County, Illinois",840104,17,43,1400000US17043840104,5976,2977,2999,33.3,31.9,35.3,5575,4612,116,0,0,32,815,359,3261,2396,28284.0,28284.0,5831,780,1296,3755,4983,1805,2398,780,445,4538
102,2018,"Census Tract 8411.02, DuPage County, Illinois",841102,17,43,1400000US17043841102,6266,2938,3328,37.8,36.5,38.3,6197,4612,338,326,632,33,256,69,1106,3921,35984.0,35984.0,6266,274,275,5717,5596,1520,3472,604,431,5165
103,2018,"Census Tract 8461.02, DuPage County, Illinois",846102,17,43,1400000US17043846102,4600,2451,2149,33.4,32.8,34.0,4329,2912,521,16,623,0,257,114,487,2695,47049.0,47049.0,4431,394,68,3969,4231,1048,2789,394,331,3900
104,2018,"Census Tract 8460.02, DuPage County, Illinois",846002,17,43,1400000US17043846002,4657,2273,2384,46.5,40.9,51.4,4430,3893,193,0,287,0,57,216,219,3731,40212.0,40212.0,4646,337,200,4109,4303,608,2650,1045,665,3638
105,2018,"Census Tract 8412.04, DuPage County, Illinois",841204,17,43,1400000US17043841204,6032,2853,3179,35.2,35.0,35.7,5671,3186,288,32,1706,15,444,329,1505,2096,34209.0,34209.0,6000,329,756,4915,5438,1380,3338,720,387,5051
106,2018,"Census Tract 8426.04, DuPage County, Illinois",842604,17,43,1400000US17043842604,4320,1925,2395,50.3,44.8,58.0,4139,3741,177,0,107,0,114,181,202,3653,39189.0,39189.0,4166,340,239,3587,4090,816,2037,1237,753,3337
107,2018,"Census Tract 8446.02, DuPage County, Illinois",844602,17,43,1400000US17043844602,4463,2356,2107,49.2,42.6,53.1,4292,3469,265,8,540,0,10,133,215,3307,50872.0,50872.0,4315,217,235,3863,4138,709,2398,1031,460,3678
108,2018,"Census Tract 102, Jackson County, Illinois",10200,17,77,1400000US17077010200,4111,2066,2045,40.6,38.9,42.1,3888,3770,42,19,12,6,39,150,223,3665,24054.0,24054.0,4004,768,485,2751,3864,1026,2146,692,778,3086
109,2018,"Census Tract 106, Jackson County, Illinois",10600,17,77,1400000US17077010600,5694,2627,3067,39.5,40.1,39.3,5410,4805,437,0,0,0,168,132,303,4708,25279.0,25279.0,5501,780,779,3942,5374,1326,3164,884,1002,4372
110,2018,"Census Tract 107, Jackson County, Illinois",10700,17,77,1400000US17077010700,3529,1761,1768,35.6,34.8,38.7,3205,2602,571,0,0,0,32,226,70,2573,19088.0,19088.0,3248,843,445,1960,3095,762,1748,585,751,2344
