,Year,NAME,TRACT,STATE,COUNTY,ACS_GEO_ID,ACS_N_TOTAL_POP,ACS_N_MALE,ACS_N_FEMALE,ACS_MED_AGE,ACS_MED_AGE_M,ACS_MED_AGE_F,ACS_N_RACE_TOTAL_POP,ACS_N_RACE_WHITE,ACS_N_RACE_BLACK,ACS_N_RACE_AMERIND,ACS_N_RACE_ASIAN,ACS_N_RACE_HAWPACISL,ACS_N_RACE_OTHER,ACS_N_RACE_TWOORMORE,ACS_N_ETHN_HISPLAT_Y,ACS_N_ETHN_HISPLAT_N,ACS_MED_INCOME,ACS_MED_INCOME_PAST_12MO,ACS_N_POVERTY_STAT,ACS_N_POVERTY_STAT_BELOW_100_PCT,ACS_N_POVERTY_STAT_100_TO_149_PCT,ACS_N_POVERTY_STAT_ABOVE_150_PCT,ACS_N_INSURED_NON_INST,ACS_N_INSURED_NON_INST_UNDER_19,ACS_N_INSURED_NON_INST_19_TO_64,ACS_N_INSURED_NON_INST_OVER_65,ACS_N_DISABIL_Y,ACS_N_DISABIL_N
303,2018,"Census Tract 8030.08, Cook County, Illinois",803008,17,31,1400000US17031803008,4494,2152,2342,46.3,46.9,44.8,4270,3730,64,0,379,0,97,147,244,3622,50772.0,50772.0,4417,118,27,4272,4347,1125,2373,849,400,3947
304,2018,"Census Tract 8032, Cook County, Illinois",803200,17,31,1400000US17031803200,5310,2487,2823,50.5,44.1,58.8,5283,4992,41,0,236,0,14,0,327,4679,44017.0,44017.0,4909,106,168,4635,4839,1061,2316,1462,970,3869
305,2018,"Census Tract 8035, Cook County, Illinois",803500,17,31,1400000US17031803500,5739,2796,2943,46.2,44.4,49.6,5599,5427,55,0,117,0,0,27,16,5411,50208.0,50208.0,5583,468,110,5005,5607,1383,3012,1212,635,4972
306,2018,"Census Tract 8041.02, Cook County, Illinois",804102,17,31,1400000US17031804102,7183,3444,3739,48.1,48.5,47.9,7045,5914,81,0,1040,0,10,92,266,5658,53945.0,53945.0,7046,103,169,6774,7000,1680,3837,1483,651,6349
307,2018,"Census Tract 8245.05, Cook County, Illinois",824505,17,31,1400000US17031824505,6512,3227,3285,41.6,38.9,42.6,6512,5725,178,0,472,0,137,0,868,4994,38303.0,38303.0,6512,328,266,5918,6131,1115,4233,783,574,5557
308,2018,"Census Tract 8259, Cook County, Illinois",825900,17,31,1400000US17031825900,3392,1424,1968,36.4,38.9,36.2,3320,1107,2213,0,0,0,0,32,747,389,26556.0,26556.0,3332,618,586,2128,2979,930,1755,294,451,2528
309,2018,"Census Tract 8260, Cook County, Illinois",826000,17,31,1400000US17031826000,2809,1357,1452,27.7,29.1,27.4,2730,1252,1300,27,0,0,151,0,1013,390,20828.0,20828.0,2730,456,727,1547,2506,949,1340,217,267,2239
310,2018,"Census Tract 8261, Cook County, Illinois",826100,17,31,1400000US17031826100,6780,3091,3689,31.8,25.9,35.1,6711,2317,4336,0,13,0,45,69,1369,1031,23653.0,23653.0,6704,1636,1191,3877,6009,2131,3152,726,734,5275
311,2018,"Census Tract 8263.04, Cook County, Illinois",826304,17,31,1400000US17031826304,2723,1157,1566,36.5,22.8,44.8,2592,79,2513,0,0,0,0,116,0,79,21285.0,21285.0,2674,818,427,1429,2414,616,1414,384,328,2086
312,2018,"Census Tract 2423, Cook County, Illinois",242300,17,31,1400000US17031242300,3306,1662,1644,33.6,34.9,32.3,3147,2816,61,0,185,0,85,102,330,2593,59154.0,59154.0,3237,181,34,3022,3288,383,2752,153,104,3184
313,2018,"Census Tract 2504, Cook County, Illinois",250400,17,31,1400000US17031250400,4963,2384,2579,35.1,36.5,34.0,4932,582,3906,51,0,0,393,0,973,23,25224.0,25224.0,4932,1263,348,3321,4478,994,2698,786,923,3555
314,2018,"Census Tract 2516, Cook County, Illinois",251600,17,31,1400000US17031251600,4161,1979,2182,30.6,26.2,31.1,3988,77,3559,13,0,0,339,156,445,70,19306.0,19306.0,4144,1341,1288,1515,3679,1286,1905,488,509,3170
315,2018,"Census Tract 2518, Cook County, Illinois",251800,17,31,1400000US17031251800,4943,2347,2596,27.0,29.1,26.8,4757,322,4400,0,0,13,22,92,156,188,17273.0,17273.0,4836,1733,1439,1664,4123,1644,2062,417,664,3459
316,2018,"Census Tract 2609, Cook County, Illinois",260900,17,31,1400000US17031260900,1488,717,771,33.0,33.6,32.9,1463,136,1308,0,0,0,19,7,85,82,17908.0,17908.0,1443,448,228,767,1301,440,757,104,199,1102
317,2018,"Census Tract 2712, Cook County, Illinois",271200,17,31,1400000US17031271200,1263,644,619,37.7,32.0,43.0,1215,80,1128,0,3,0,4,48,12,75,16681.0,16681.0,1263,473,94,696,1122,287,730,105,286,836
318,2018,"Census Tract 8508, Kane County, Illinois",850800,17,89,1400000US17089850800,6617,3430,3187,39.5,36.7,41.9,6412,4184,134,347,33,0,1714,96,4054,2271,25257.0,25257.0,6508,685,893,4930,5642,1317,3378,947,644,4998
319,2018,"Census Tract 8510, Kane County, Illinois",851000,17,89,1400000US17089851000,7265,3637,3628,33.5,27.4,35.9,6983,4472,543,101,702,0,1165,157,2440,3340,27462.0,27462.0,6533,737,770,5026,6694,1724,3814,1156,644,6050
320,2018,"Census Tract 8529.03, Kane County, Illinois",852903,17,89,1400000US17089852903,6321,3040,3281,46.4,45.6,49.0,6262,4107,870,20,215,0,1050,6,2021,3142,33366.0,33366.0,6101,751,356,4994,5224,831,3202,1191,707,4517
321,2018,"Census Tract 8531, Kane County, Illinois",853100,17,89,1400000US17089853100,3078,1489,1589,33.1,32.8,33.3,2880,1766,203,14,8,0,889,157,1746,972,27019.0,27019.0,2947,504,407,2036,2660,984,1414,262,253,2407
322,2018,"Census Tract 8540.01, Kane County, Illinois",854001,17,89,1400000US17089854001,4669,2162,2507,48.8,44.7,52.2,4438,3905,324,14,11,0,184,127,777,3315,34618.0,34618.0,4271,154,164,3953,4391,955,2508,928,548,3843
323,2018,"Census Tract 8524.03, Kane County, Illinois",852403,17,89,1400000US17089852403,5382,2857,2525,42.5,41.3,44.4,5222,5121,59,14,8,0,20,83,162,4991,43025.0,43025.0,5295,164,138,4993,4902,1074,3044,784,457,4445
324,2018,"Census Tract 8530.01, Kane County, Illinois",853001,17,89,1400000US17089853001,2792,1293,1499,35.5,33.9,36.5,2647,1726,412,29,26,0,454,89,911,1326,37198.0,37198.0,2704,178,222,2304,2528,722,1543,263,286,2242
325,2018,"Census Tract 8048.04, Cook County, Illinois",804804,17,31,1400000US17031804804,6551,3392,3159,37.9,36.6,40.0,6311,3794,310,153,1165,0,889,74,1351,3332,38285.0,38285.0,6385,482,458,5445,6051,1390,3939,722,506,5545
326,2018,"Census Tract 8051.05, Cook County, Illinois",805105,17,31,1400000US17031805105,7228,3482,3746,32.6,32.3,33.0,7146,3913,656,0,895,84,1598,50,2902,2624,28072.0,28072.0,7196,585,1464,5147,5868,1855,3272,741,517,5351
327,2018,"Census Tract 8051.08, Cook County, Illinois",805108,17,31,1400000US17031805108,6564,3335,3229,32.3,32.5,32.2,6436,3648,641,75,1384,0,688,43,1749,2662,40372.0,40372.0,6479,351,769,5359,5582,1681,3404,497,565,5017
328,2018,"Census Tract 8057.01, Cook County, Illinois",805701,17,31,1400000US17031805701,5094,2559,2535,45.1,40.7,46.9,5000,4784,0,0,108,0,108,52,449,4443,53438.0,53438.0,5052,130,143,4779,5012,1397,2724,891,347,4665
329,2018,"Census Tract 8057.02, Cook County, Illinois",805702,17,31,1400000US17031805702,1983,967,1016,43.3,42.5,44.6,1939,1916,2,0,21,0,0,14,68,1848,51786.0,51786.0,1953,60,71,1822,1921,491,1051,379,135,1786
330,2018,"Census Tract 8068.01, Cook County, Illinois",806801,17,31,1400000US17031806801,4064,1906,2158,51.1,50.7,51.4,3727,2382,278,0,955,0,112,271,206,2288,26538.0,26538.0,3646,527,346,2773,3367,766,1788,813,566,2801
331,2018,"Census Tract 8073, Cook County, Illinois",807300,17,31,1400000US17031807300,7783,3449,4334,41.0,40.3,41.7,7109,4166,531,52,2304,0,56,627,1021,3315,29578.0,29578.0,7736,950,533,6253,7140,1717,4089,1334,586,6554
332,2018,"Census Tract 8080.02, Cook County, Illinois",808002,17,31,1400000US17031808002,4870,2251,2619,46.5,46.2,46.5,4416,2773,151,0,1445,0,47,391,471,2401,34127.0,34127.0,4745,282,324,4139,4418,1078,2339,1001,523,3895
333,2018,"Census Tract 8089, Cook County, Illinois",808900,17,31,1400000US17031808900,4175,2009,2166,45.8,44.3,46.8,4028,3835,19,0,154,0,20,107,178,3693,68457.0,68457.0,4073,196,84,3793,4066,1132,2131,803,283,3783
334,2018,"Census Tract 9526, Marion County, Illinois",952600,17,121,1400000US17121952600,2186,995,1191,33.9,33.7,34.4,2017,1679,303,0,23,0,12,128,31,1679,19946.0,19946.0,2065,707,258,1100,2067,565,1237,265,438,1629
335,2018,"Census Tract 9520, Marion County, Illinois",952000,17,121,1400000US17121952000,4269,2016,2253,39.6,39.3,41.1,4110,3998,24,19,69,0,0,82,127,3871,29884.0,29884.0,4045,888,299,2858,3927,1093,2084,750,586,3341
336,2018,"Census Tract 9525, Marion County, Illinois",952500,17,121,1400000US17121952500,2540,1350,1190,37.3,37.3,37.3,2314,2203,87,0,0,0,24,160,56,2171,24223.0,24223.0,2396,690,335,1371,2276,632,1270,374,571,1705
337,2018,"Census Tract 9527, Marion County, Illinois",952700,17,121,1400000US17121952700,3651,1748,1903,35.9,34.6,39.1,3409,2654,575,6,46,0,128,140,181,2612,17092.0,17092.0,3375,1039,714,1622,3223,1006,1652,565,632,2591
338,2018,"Census Tract 9521, Marion County, Illinois",952100,17,121,1400000US17121952100,3032,1507,1525,34.9,31.0,43.0,2952,2870,48,7,14,0,13,42,8,2862,21824.0,21824.0,2905,716,318,1871,2654,695,1427,532,572,2082
339,2018,"Census Tract 9523, Marion County, Illinois",952300,17,121,1400000US17121952300,3381,1717,1664,51.2,50.8,51.5,3311,3297,12,2,0,0,0,56,11,3286,27210.0,27210.0,3270,304,524,2442,3176,605,1877,694,548,2628
340,2018,"Census Tract 9516, Marion County, Illinois",951600,17,121,1400000US17121951600,3382,1722,1660,43.3,40.2,45.4,3368,3353,0,14,1,0,0,5,22,3331,28273.0,28273.0,3361,329,419,2613,3121,794,1733,594,537,2584
341,2018,"Census Tract 9522, Marion County, Illinois",952200,17,121,1400000US17121952200,4207,2162,2045,42.7,42.6,43.0,4162,4058,5,21,28,0,50,10,24,4040,30846.0,30846.0,4167,303,315,3549,3996,954,2268,774,664,3332
342,2018,"Census Tract 9517, Marion County, Illinois",951700,17,121,1400000US17121951700,2489,1264,1225,44.1,43.4,44.4,2433,2398,9,0,2,0,24,22,41,2381,29102.0,29102.0,2438,259,235,1944,2303,521,1322,460,385,1918
343,2018,"Census Tract 9519, Marion County, Illinois",951900,17,121,1400000US17121951900,2947,1497,1450,44.4,39.6,48.9,2905,2857,42,0,3,0,3,36,31,2826,27514.0,27514.0,2843,403,145,2295,2686,676,1497,513,510,2176
344,2018,"Census Tract 9524, Marion County, Illinois",952400,17,121,1400000US17121952400,3672,1588,2084,46.2,42.2,52.7,3552,3300,169,6,77,0,0,100,175,3155,28178.0,28178.0,3420,308,210,2902,3325,727,1632,966,708,2617
345,2018,"Census Tract 9614, Marshall County, Illinois",961400,17,123,1400000US17123961400,2704,1309,1395,47.8,47.2,50.5,2661,2612,28,11,10,0,0,9,37,2575,27778.0,27778.0,2553,273,171,2109,2498,482,1450,566,397,2101
346,2018,"Census Tract 9611, Marshall County, Illinois",961100,17,123,1400000US17123961100,2599,1320,1279,43.1,41.4,45.3,2477,2410,3,0,5,18,41,46,96,2363,28585.0,28585.0,2473,217,248,2008,2499,611,1352,536,348,2151
347,2018,"Census Tract 9613, Marshall County, Illinois",961300,17,123,1400000US17123961300,1965,1020,945,46.5,46.8,46.3,1946,1945,0,0,1,0,0,14,17,1928,36224.0,36224.0,1934,143,200,1591,1866,378,1057,431,190,1676
348,2018,"Census Tract 9612, Marshall County, Illinois",961200,17,123,1400000US17123961200,2528,1259,1269,43.6,43.8,43.4,2449,2439,0,0,10,0,0,36,7,2432,25930.0,25930.0,2386,396,176,1814,2379,636,1221,522,318,2061
349,2018,"Census Tract 9615, Marshall County, Illinois",961500,17,123,1400000US17123961500,1998,966,1032,48.8,45.5,52.2,1945,1901,18,7,11,0,8,14,181,1737,26897.0,26897.0,1860,190,161,1509,1853,359,1101,393,263,1590
350,2018,"Census Tract 9566, Mason County, Illinois",956600,17,125,1400000US17125956600,1737,888,849,50.3,50.7,49.2,1713,1702,0,7,4,0,0,20,0,1702,22371.0,22371.0,1703,313,203,1187,1581,320,915,346,331,1250
351,2018,"Census Tract 9565, Mason County, Illinois",956500,17,125,1400000US17125956500,3270,1512,1758,43.3,42.2,44.9,3182,3153,18,0,11,0,0,38,20,3133,23209.0,23209.0,3102,617,541,1944,2989,772,1508,709,627,2362
352,2018,"Census Tract 9564, Mason County, Illinois",956400,17,125,1400000US17125956400,1831,993,838,50.9,51.0,49.6,1762,1738,0,4,3,0,17,58,48,1738,25282.0,25282.0,1792,299,183,1310,1750,312,994,444,324,1426
353,2018,"Census Tract 9568, Mason County, Illinois",956800,17,125,1400000US17125956800,2398,1158,1240,43.0,40.7,46.1,2394,2323,50,0,0,0,21,0,21,2323,24491.0,24491.0,2317,465,163,1689,2198,478,1234,486,391,1807
354,2018,"Census Tract 9563, Mason County, Illinois",956300,17,125,1400000US17125956300,2691,1348,1343,40.2,37.7,41.5,2657,2617,39,0,0,0,1,10,33,2584,33458.0,33458.0,2660,211,239,2210,2625,670,1452,503,322,2303
355,2018,"Census Tract 9567, Mason County, Illinois",956700,17,125,1400000US17125956700,1851,939,912,48.6,47.9,49.6,1791,1756,23,3,9,0,0,56,25,1731,32277.0,32277.0,1846,163,143,1540,1783,351,1075,357,329,1454
356,2018,"Census Tract 9501, Iroquois County, Illinois",950100,17,75,1400000US17075950100,2938,1447,1491,45.8,47.8,44.7,2829,2731,37,9,22,0,30,92,170,2605,25530.0,25530.0,2893,338,339,2216,2750,643,1531,576,452,2298
357,2018,"Census Tract 9503, Iroquois County, Illinois",950300,17,75,1400000US17075950300,3264,1581,1683,43.7,40.9,46.1,3208,3155,28,0,12,0,13,24,51,3115,30191.0,30191.0,3136,247,207,2682,3047,705,1725,617,450,2597
358,2018,"Census Tract 9505, Iroquois County, Illinois",950500,17,75,1400000US17075950500,4111,1893,2218,44.1,43.9,44.3,3970,3843,81,0,10,0,36,99,86,3778,24693.0,24693.0,3993,639,405,2949,3845,984,2123,738,636,3209
359,2018,"Census Tract 9506, Iroquois County, Illinois",950600,17,75,1400000US17075950600,3183,1582,1601,41.7,40.7,43.1,3102,2555,26,4,7,0,510,44,730,2318,25590.0,25590.0,3032,507,272,2253,2742,718,1444,580,370,2372
360,2018,"Census Tract 9507, Iroquois County, Illinois",950700,17,75,1400000US17075950700,2772,1442,1330,45.9,45.2,48.6,2744,2557,74,0,18,0,95,15,108,2500,31040.0,31040.0,2750,269,233,2248,2665,609,1469,587,266,2399
361,2018,"Census Tract 9508, Iroquois County, Illinois",950800,17,75,1400000US17075950800,2324,1182,1142,46.9,46.1,49.0,2262,2258,0,0,0,0,4,24,91,2169,30652.0,30652.0,2278,164,356,1758,2269,545,1135,589,323,1946
362,2018,"Census Tract 9502, Iroquois County, Illinois",950200,17,75,1400000US17075950200,3574,1815,1759,40.7,38.4,44.3,3492,3335,26,0,13,0,118,64,160,3293,31413.0,31413.0,3459,424,265,2770,3404,922,1887,595,475,2929
363,2018,"Census Tract 9504, Iroquois County, Illinois",950400,17,75,1400000US17075950400,3654,1647,2007,45.8,41.9,49.5,3609,3300,12,0,9,0,288,25,339,3249,16669.0,16669.0,3498,804,566,2128,3141,537,1818,786,840,2301
364,2018,"Census Tract 9509, Iroquois County, Illinois",950900,17,75,1400000US17075950900,2349,1162,1187,45.1,44.2,46.4,2273,2162,6,3,0,0,102,29,133,2131,25364.0,25364.0,2300,390,286,1624,2205,531,1175,499,401,1804
365,2018,"Census Tract 9582, Christian County, Illinois",958200,17,21,1400000US17021958200,3587,1804,1783,43.0,41.2,46.1,3569,3549,8,9,3,0,0,5,80,3472,30030.0,30030.0,3566,465,301,2800,3394,744,2000,650,492,2902
366,2018,"Census Tract 1611, Cook County, Illinois",161100,17,31,1400000US17031161100,2043,1035,1008,40.3,41.2,38.3,1847,1494,149,0,172,0,32,143,284,1290,63345.0,63345.0,1990,36,85,1869,2012,545,1300,167,169,1843
367,2018,"Census Tract 1612, Cook County, Illinois",161200,17,31,1400000US17031161200,3090,1578,1512,34.5,34.8,34.4,2928,2394,21,9,139,0,365,96,1913,905,30753.0,30753.0,3011,347,184,2480,2540,709,1550,281,227,2313
368,2018,"Census Tract 2838, Cook County, Illinois",283800,17,31,1400000US17031283800,3605,1676,1929,32.7,34.1,31.9,3485,1612,1389,0,415,0,69,12,478,1215,48589.0,48589.0,3497,757,170,2570,3376,753,2345,278,328,3048
369,2018,"Census Tract 28, Winnebago County, Illinois",2800,17,201,1400000US17201002800,1461,790,671,33.4,34.3,32.3,1324,868,295,0,0,0,161,36,910,132,14966.0,14966.0,1360,431,207,722,942,419,454,69,172,770
370,2018,"Census Tract 37.05, Winnebago County, Illinois",3705,17,201,1400000US17201003705,4870,2447,2423,47.6,45.9,49.5,4725,4509,76,70,67,0,3,111,270,4262,36604.0,36604.0,4836,132,450,4254,4685,909,2873,903,516,4169
371,2018,"Census Tract 37.07, Winnebago County, Illinois",3707,17,201,1400000US17201003707,3800,2124,1676,31.7,31.2,32.3,3620,2812,675,0,97,0,36,109,430,2466,26746.0,26746.0,3656,631,488,2537,3435,656,2388,391,458,2977
372,2018,"Census Tract 37.09, Winnebago County, Illinois",3709,17,201,1400000US17201003709,1604,845,759,32.7,34.2,31.8,1505,1107,240,0,5,0,153,58,439,824,24536.0,24536.0,1549,511,178,860,1410,418,872,120,222,1188
373,2018,"Census Tract 38.08, Winnebago County, Illinois",3808,17,201,1400000US17201003808,3328,1667,1661,48.4,46.8,49.9,3233,3128,14,10,57,0,24,70,111,3041,26738.0,26738.0,3184,141,133,2910,3122,476,2077,569,233,2889
374,2018,"Census Tract 39.01, Winnebago County, Illinois",3901,17,201,1400000US17201003901,4717,2408,2309,39.7,38.8,40.2,4505,4198,104,39,153,0,11,178,45,4164,40594.0,40594.0,4652,133,210,4309,4524,1267,2532,725,380,4144
375,2018,"Census Tract 42, Winnebago County, Illinois",4200,17,201,1400000US17201004200,6288,3307,2981,44.9,41.6,48.5,6208,5939,223,0,46,0,0,30,142,5845,39596.0,39596.0,6164,584,182,5398,5971,1351,3697,923,434,5537
376,2018,"Census Tract 13, Winnebago County, Illinois",1300,17,201,1400000US17201001300,2417,1057,1360,24.3,21.2,25.9,2021,1341,574,0,14,0,92,312,463,1023,19625.0,19625.0,2318,820,306,1192,2162,875,1194,93,363,1799
377,2018,"Census Tract 5.11, Winnebago County, Illinois",511,17,201,1400000US17201000511,2617,1221,1396,46.9,47.0,46.9,2617,2060,103,0,430,0,24,0,402,1682,35724.0,35724.0,2617,139,54,2424,2492,523,1319,650,212,2280
378,2018,"Census Tract 19, Winnebago County, Illinois",1900,17,201,1400000US17201001900,3670,1912,1758,38.9,35.5,42.2,3496,2634,332,57,227,0,246,174,1107,1868,26665.0,26665.0,3670,534,473,2663,3492,1095,1825,572,557,2935
379,2018,"Census Tract 23.02, Winnebago County, Illinois",2302,17,201,1400000US17201002302,1190,558,632,45.3,41.0,45.9,1130,962,144,0,0,0,24,42,251,810,22310.0,22310.0,1172,173,167,832,1113,201,717,195,248,865
380,2018,"Census Tract 36.04, Winnebago County, Illinois",3604,17,201,1400000US17201003604,3004,1393,1611,43.5,38.6,45.9,2811,2025,706,0,68,0,12,182,328,1717,21607.0,21607.0,2993,786,460,1747,2811,632,1632,547,524,2287
381,2018,"Census Tract 43, Winnebago County, Illinois",4300,17,201,1400000US17201004300,4845,2434,2411,40.4,37.2,41.7,4694,4652,0,10,25,0,7,124,51,4608,36266.0,36266.0,4813,209,415,4189,4769,1198,2694,877,628,4141
382,2018,"Census Tract 1.01, Winnebago County, Illinois",101,17,201,1400000US17201000101,4990,2491,2499,38.1,40.2,34.9,4849,4742,14,0,64,10,19,76,169,4646,24699.0,24699.0,4793,215,324,4254,4699,1250,2768,681,647,4052
383,2018,"Census Tract 5.10, Winnebago County, Illinois",510,17,201,1400000US17201000510,3221,1691,1530,46.0,40.3,49.5,3175,2628,191,0,331,0,25,8,216,2424,44314.0,44314.0,3163,147,110,2906,3107,639,1838,630,305,2802
384,2018,"Census Tract 5.14, Winnebago County, Illinois",514,17,201,1400000US17201000514,3476,1799,1677,51.5,48.9,54.2,3333,2872,251,0,204,0,6,102,277,2636,32576.0,32576.0,3422,221,170,3031,3317,569,1821,927,437,2880
385,2018,"Census Tract 14, Winnebago County, Illinois",1400,17,201,1400000US17201001400,3983,1970,2013,31.5,29.3,34.0,3776,2729,785,150,29,0,83,40,983,2026,25125.0,25125.0,3816,783,430,2603,3796,1166,2190,440,602,3194
386,2018,"Census Tract 26, Winnebago County, Illinois",2600,17,201,1400000US17201002600,3073,1855,1218,28.0,28.7,27.4,2891,1088,1718,21,0,0,64,154,515,694,9564.0,9564.0,2238,1455,292,491,2158,968,1074,116,423,1735
387,2018,"Census Tract 38.01, Winnebago County, Illinois",3801,17,201,1400000US17201003801,5980,3006,2974,43.5,42.8,44.0,5896,5652,195,0,36,0,13,71,158,5517,33951.0,33951.0,5783,427,165,5191,5427,1180,3247,1000,635,4792
388,2018,"Census Tract 38.07, Winnebago County, Illinois",3807,17,201,1400000US17201003807,7747,3611,4136,40.2,39.9,40.4,7374,6387,565,0,339,0,83,245,887,5559,36965.0,36965.0,7564,542,642,6380,7168,1724,4295,1149,715,6453
389,2018,"Census Tract 39.03, Winnebago County, Illinois",3903,17,201,1400000US17201003903,6121,3137,2984,44.9,43.7,45.2,6084,5914,0,0,170,0,0,0,107,5807,51607.0,51607.0,6046,286,84,5676,5790,1382,3311,1097,512,5278
390,2018,"Census Tract 5.07, Winnebago County, Illinois",507,17,201,1400000US17201000507,4043,1748,2295,36.7,34.3,37.8,3928,2969,382,0,402,0,175,77,897,2314,26216.0,26216.0,3590,899,335,2356,3475,939,1894,642,553,2922
391,2018,"Census Tract 5.12, Winnebago County, Illinois",512,17,201,1400000US17201000512,5019,2351,2668,52.2,48.8,54.1,4611,3980,443,21,122,1,44,388,165,3883,40870.0,40870.0,4981,226,205,4550,4589,762,2400,1427,833,3756
392,2018,"Census Tract 40.02, Winnebago County, Illinois",4002,17,201,1400000US17201004002,6604,3017,3587,40.2,42.9,37.9,6477,6206,203,0,21,0,47,90,407,5997,33125.0,33125.0,6518,432,541,5545,6418,1801,3537,1080,802,5616
393,2018,"Census Tract 36.02, Winnebago County, Illinois",3602,17,201,1400000US17201003602,3976,1899,2077,43.8,30.6,51.1,3766,2353,1343,13,28,0,29,193,423,2078,21530.0,21530.0,3905,1110,606,2189,3865,1013,1978,874,1075,2790
394,2018,"Census Tract 8, Winnebago County, Illinois",800,17,201,1400000US17201000800,2567,1397,1170,35.1,32.6,36.9,2432,1812,426,50,69,0,75,110,397,1565,17406.0,17406.0,2542,599,663,1280,2292,626,1422,244,599,1693
395,2018,"Census Tract 40.03, Winnebago County, Illinois",4003,17,201,1400000US17201004003,1912,867,1045,41.9,39.2,46.4,1858,1606,112,0,0,0,140,32,293,1468,23925.0,23925.0,1878,297,341,1240,1721,379,1039,303,270,1451
396,2018,"Census Tract 3, Winnebago County, Illinois",300,17,201,1400000US17201000300,4050,1932,2118,35.5,34.8,36.2,3566,3432,56,0,67,0,11,347,390,3202,28478.0,28478.0,3877,781,183,2913,3906,1061,2316,529,583,3323
397,2018,"Census Tract 4.03, Winnebago County, Illinois",403,17,201,1400000US17201000403,4416,1934,2482,47.5,43.6,50.7,4094,3569,419,18,78,0,10,322,360,3289,29269.0,29269.0,4069,254,594,3221,4128,959,1943,1226,718,3410
398,2018,"Census Tract 7, Winnebago County, Illinois",700,17,201,1400000US17201000700,3185,1563,1622,42.5,42.1,44.4,3099,2747,180,0,58,0,114,56,172,2689,34594.0,34594.0,3155,309,294,2552,2921,529,1965,427,392,2529
399,2018,"Census Tract 10, Winnebago County, Illinois",1000,17,201,1400000US17201001000,2959,1439,1520,31.1,31.7,30.4,2813,1287,1239,0,136,0,151,83,491,1000,12692.0,12692.0,2865,1456,628,781,2539,747,1517,275,493,2046
400,2018,"Census Tract 17, Winnebago County, Illinois",1700,17,201,1400000US17201001700,3060,1419,1641,34.8,33.8,36.5,2940,2302,505,0,8,0,125,80,565,1862,26486.0,26486.0,3009,451,242,2316,2860,839,1676,345,373,2487
401,2018,"Census Tract 22, Winnebago County, Illinois",2200,17,201,1400000US17201002200,3562,1856,1706,37.6,34.5,40.5,3307,1704,1161,16,0,0,426,226,1143,1157,17138.0,17138.0,3513,791,669,2053,3235,864,1828,543,651,2584
402,2018,"Census Tract 24, Winnebago County, Illinois",2400,17,201,1400000US17201002400,2384,1055,1329,24.9,23.6,26.7,2156,585,1414,0,0,0,157,160,480,322,14451.0,14451.0,2312,1295,396,621,2243,983,1031,229,431,1812
403,2018,"Census Tract 31, Winnebago County, Illinois",3100,17,201,1400000US17201003100,3526,1782,1744,35.6,34.9,35.7,3396,1604,1350,13,0,0,429,105,616,1439,18545.0,18545.0,3480,1093,675,1712,3246,924,1952,370,603,2643
404,2018,"Census Tract 36.06, Winnebago County, Illinois",3606,17,201,1400000US17201003606,2583,1355,1228,42.1,30.3,47.1,2478,1581,818,0,33,0,46,76,423,1204,26806.0,26806.0,2554,372,358,1824,2405,540,1421,444,271,2134
405,2018,"Census Tract 37.06, Winnebago County, Illinois",3706,17,201,1400000US17201003706,6266,2980,3286,42.1,42.4,41.6,6062,5122,651,0,52,0,237,180,1065,4281,30160.0,30160.0,6149,109,878,5162,5975,1662,3193,1120,756,5219
406,2018,"Census Tract 4, DeKalb County, Illinois",400,17,37,1400000US17037000400,9034,4565,4469,34.8,35.5,34.0,8752,8379,59,0,240,0,74,115,714,7724,40898.0,40898.0,8827,661,395,7771,8638,2660,4733,1245,683,7955
407,2018,"Census Tract 17, DeKalb County, Illinois",1700,17,37,1400000US17037001700,3312,1608,1704,43.0,42.3,43.7,3196,3121,11,0,23,0,41,88,153,3053,30860.0,30860.0,3280,285,167,2828,3166,752,1888,526,275,2891
408,2018,"Census Tract 9570, Edwards County, Illinois",957000,17,47,1400000US17047957000,2185,1110,1075,42.0,41.8,42.2,2115,2111,0,0,4,0,0,12,11,2100,31138.0,31138.0,2112,162,48,1902,2041,529,1146,366,297,1744
409,2018,"Census Tract 9571, Edwards County, Illinois",957100,17,47,1400000US17047957100,2159,1062,1097,41.9,38.2,45.0,2114,2028,32,34,20,0,0,27,56,2020,23942.0,23942.0,2063,256,240,1567,2043,540,1051,452,411,1632
410,2018,"Census Tract 9569, Edwards County, Illinois",956900,17,47,1400000US17047956900,2163,1059,1104,46.0,44.6,46.4,2107,2094,13,0,0,0,0,45,23,2085,26750.0,26750.0,2152,226,164,1762,2032,453,1090,489,363,1669
411,2018,"Census Tract 9775, Jasper County, Illinois",977500,17,79,1400000US17079977500,3992,2060,1932,41.8,42.0,40.9,3932,3917,15,0,0,0,0,1,5,3912,28047.0,28047.0,3905,418,246,3241,3721,1002,2080,639,690,3031
412,2018,"Census Tract 9773, Jasper County, Illinois",977300,17,79,1400000US17079977300,2861,1542,1319,44.8,42.3,46.0,2724,2679,25,16,4,0,0,90,0,2679,28257.0,28257.0,2795,208,179,2408,2730,615,1552,563,577,2153
